fdic_cert_number,failure_date,bank_name,city,state,acquiring_institution,event_type,distress_label
24067,2010-04-16,RIVERSIDE NATIONAL BANK OF FLORIDA,FORT PIERCE,,,failure,1
33493,2010-04-16,TAMALPAIS BANK,SAN RAFAEL,,,failure,1
34242,2010-04-09,BEACH FIRST NATIONAL BANK,MYRTLE BEACH,,,failure,1
57060,2010-03-26,DESERT HILLS BANK,PHOENIX,,,failure,1
34684,2010-03-26,KEY WEST BANK,KEY WEST,,,failure,1
57399,2010-03-26,MCINTOSH COMMERCIAL BANK,CARROLLTON,,,failure,1
34678,2010-03-26,UNITY NATIONAL BANK,CARTERSVILLE,,,failure,1
33535,2010-03-19,ADVANTA BANK CORP.,DRAPER,,,failure,1
18806,2010-03-19,AMERICAN NATIONAL BANK,PARMA,,,failure,1
33989,2010-03-19,APPALACHIAN COMMUNITY BANK,ELLIJAY,,,failure,1
10054,2010-03-19,BANK OF HIAWASSEE,HIAWASSEE,,,failure,1
58104,2010-03-19,CENTURY SECURITY BANK,DULUTH,,,failure,1
24957,2010-03-19,FIRST LOWNDES BANK,FORT DEPOSIT,,,failure,1
8221,2010-03-19,STATE BANK OF AURORA,AURORA,,,failure,1
58182,2010-03-12,OLD SOUTHERN BANK,ORLANDO,,,failure,1
29561,2010-03-12,STATEWIDE BANK,COVINGTON,,,failure,1
27096,2010-03-12,THE PARK AVENUE BANK,NEW YORK,,,failure,1
58071,2010-03-11,LIBERTYPOINTE BANK,NEW YORK,,,failure,1
9268,2010-03-05,BANK OF ILLINOIS,NORMAL,,,failure,1
34430,2010-03-05,CENTENNIAL BANK,OGDEN,,,failure,1
27126,2010-03-05,SUN AMERICAN BANK,BOCA RATON,,,failure,1
34976,2010-03-05,WATERFIELD BANK,GERMANTOWN,,,failure,1
58352,2010-02-26,CARSON RIVER COMMUNITY BANK,CARSON CITY,,,failure,1
38129,2010-02-26,RAINIER PACIFIC BANK,TACOMA,,,failure,1
29952,2010-02-19,GEORGE WASHINGTON SAVINGS BANK,ORLAND PARK,,,failure,1
32423,2010-02-19,"LA JOLLA BANK, FSB",LA JOLLA,,,failure,1
57586,2010-02-19,MARCO COMMUNITY BANK,MARCO ISLAND,,,failure,1
3287,2010-02-19,THE LA COSTE NATIONAL BANK,LA COSTE,,,failure,1
15448,2010-02-05,1ST AMERICAN STATE BANK OF MINNESOTA,HANCOCK,,,failure,1
16730,2010-01-29,AMERICAN MARINE BANK,BAINBRIDGE ISLAND,,,failure,1
5702,2010-01-29,COMMUNITY BANK & TRUST,CORNELIA,,,failure,1
16480,2010-01-29,FIRST NATIONAL BANK OF GEORGIA,CARROLLTON,,,failure,1
23011,2010-01-29,FIRST REGIONAL BANK,LOS ANGELES,,,failure,1
5672,2010-01-29,FLORIDA COMMUNITY BANK,IMMOKALEE,,,failure,1
16133,2010-01-29,"MARSHALL BANK, NATIONAL ASSOCIATION",HALLOCK,,,failure,1
8265,2010-01-22,BANK OF LEETON,LEETON,,,failure,1
32498,2010-01-22,CHARTER BANK,SANTA FE,,,failure,1
22469,2010-01-22,COLUMBIA RIVER BANK,THE DALLES,,,failure,1
20501,2010-01-22,EVERGREEN BANK,SEATTLE,,,failure,1
57147,2010-01-22,PREMIER AMERICAN BANK,MIAMI,,,failure,1
1252,2010-01-15,BARNES BANKING COMPANY,KAYSVILLE,,,failure,1
17522,2010-01-15,ST. STEPHEN STATE BANK,ST. STEPHEN,,,failure,1
34705,2010-01-15,TOWN COMMUNITY BANK AND TRUST,ANTIOCH,,,failure,1
22977,2010-01-08,HORIZON BANK,BELLINGHAM,,,failure,1
1006,2009-12-18,CITIZENS STATE BANK,NEW BALTIMORE,,,failure,1
28536,2009-12-18,"FIRST FEDERAL BANK OF CALIFORNIA,  A FEDERAL SAVINGS BANK",SANTA MONICA,,,failure,1
26348,2009-12-18,IMPERIAL CAPITAL BANK,LA JOLLA,,,failure,1
26820,2009-12-18,INDEPENDENT BANKERS' BANK,SPRINGFIELD,,,failure,1
32276,2009-12-18,NEW SOUTH FEDERAL SAVINGS BANK,IRONDALE,,,failure,1
32167,2009-12-18,PEOPLES FIRST COMMUNITY BANK,PANAMA CITY,,,failure,1
58315,2009-12-18,ROCKBRIDGE COMMERCIAL BANK,ATLANTA,,,failure,1
22846,2009-12-11,"REPUBLIC FEDERAL BANK, N.A.",MIAMI,,,failure,1
4731,2009-12-11,SOLUTIONSBANK,OVERLAND PARK,,,failure,1
58399,2009-12-11,"VALLEY CAPITAL BANK, N.A.",MESA,,,failure,1
29776,2009-12-04,AMTRUST BANK,CLEVELAND,,,failure,1
10440,2009-12-04,BENCHMARK BANK,AURORA,,,failure,1
26290,2009-12-04,FIRST SECURITY NATIONAL BANK,NORCROSS,,,failure,1
32583,2009-12-04,GREATER ATLANTIC BANK,RESTON,,,failure,1
34663,2009-12-04,THE BUCKHEAD COMMUNITY BANK,ATLANTA,,,failure,1
12080,2009-12-04,THE TATNALL BANK,REIDSVILLE,,,failure,1
58016,2009-11-20,COMMERCE BANK OF SOUTHWEST FLORIDA,FORT MYERS,,,failure,1
32267,2009-11-13,"CENTURY BANK, A FEDERAL SAVINGS BANK",SARASOTA,,,failure,1
22427,2009-11-13,ORION BANK,NAPLES,,,failure,1
57914,2009-11-13,PACIFIC COAST NATIONAL BANK,SAN CLEMENTE,,,failure,1
19450,2009-11-06,GATEWAY BANK OF ST LOUIS,ST LOUIS,,,failure,1
30329,2009-11-06,HOME FEDERAL SAVINGS BANK,DETROIT,,,failure,1
35074,2009-11-06,PROSPERAN BANK,OAKDALE,,,failure,1
32469,2009-11-06,UNITED COMMERCIAL BANK,SAN FRANCISCO,,,failure,1
22286,2009-11-06,UNITED SECURITY BANK,SPARTA,,,failure,1
32218,2009-10-30,"BANK USA, NA",PHOENIX,,,failure,1
34659,2009-10-30,CALIFORNIA NATIONAL BANK,LOS ANGELES,,,failure,1
25222,2009-10-30,CITIZENS NATIONAL BANK,TEAGUE,,,failure,1
35291,2009-10-30,COMMUNITY BANK OF LEMONT,LEMONT,,,failure,1
33782,2009-10-30,MADISONVILLE STATE BANK,MADISONVILLE,,,failure,1
18776,2009-10-30,NORTH HOUSTON BANK,HOUSTON,,,failure,1
30006,2009-10-30,PACIFIC NATIONAL BANK,SAN FRANCISCO,,,failure,1
11677,2009-10-30,PARK NATIONAL BANK,CHICAGO,,,failure,1
23594,2009-10-30,SAN DIEGO NATIONAL BANK,SAN DIEGO,,,failure,1
57794,2009-10-23,AMERICAN UNITED BANK,LAWRENCEVILLE,,,failure,1
18321,2009-10-23,BANK OF ELMWOOD,RACINE,,,failure,1
35038,2009-10-23,FIRST DUPAGE BANK,WESTMONT,,,failure,1
35044,2009-10-23,FLAGSHIP NATIONAL BANK,BRADENTON,,,failure,1
58336,2009-10-23,HILLCREST BANK FLORIDA,NAPLES,,,failure,1
57959,2009-10-23,PARTNERS BANK,NAPLES,,,failure,1
57525,2009-10-23,RIVERVIEW COMMUNITY BANK,OSTEGO,,,failure,1
23266,2009-10-16,SAN JOAQUIN BANK,BAKERSFIELD,,,failure,1
11416,2009-10-02,JENNINGS STATE BANK,SPRING GROVE,,,failure,1
57263,2009-10-02,SOUTHERN COLORADO NATIONAL BANK,PUEBLO,,,failure,1
34824,2009-10-02,WARREN BANK,WARREN,,,failure,1
57151,2009-09-25,GEORGIAN BANK,ATLANTA,,,failure,1
10100,2009-09-18,IRWIN UNION BANK AND TRUST COMPANY,COLUMBUS,,,failure,1
57068,2009-09-18,"IRWIN UNION BANK, FSB",LOUISVILLE,,,failure,1
57736,2009-09-11,BRICKWELL COMMUNITY BANK,WOODBURY,,,failure,1
13693,2009-09-11,"CORUS BANK, N.A.",CHICAGO,,,failure,1
22868,2009-09-11,VENTURE BANK,LACEY,,,failure,1
25231,2009-09-04,FIRST BANK OF KANSAS CITY,KANSAS CITY,,,failure,1
34875,2009-09-04,FIRST STATE BANK,FLAGSTAFF,,,failure,1
20203,2009-09-04,INBANK,OAK FOREST,,,failure,1
35030,2009-09-04,PLATINUM COMMUNITY BANK,ROLLING MEADOWS,,,failure,1
27732,2009-09-04,VANTUS BANK,SIOUX CITY,,,failure,1
27197,2009-08-28,AFFINITY BANK,VENTURA,,,failure,1
28312,2009-08-28,BRADFORD BANK,BALTIMORE,,,failure,1
1909,2009-08-28,MAINSTREET BANK,FOREST LAKE,,,failure,1
22130,2009-08-21,CAPITALSOUTH BANK,BIRMINGHAM,,,failure,1
34682,2009-08-21,EBANK,ATLANTA,,,failure,1
57702,2009-08-21,FIRST COWETA,NEWNAN,,,failure,1
32618,2009-08-21,GUARANTY BANK,AUSTIN,,,failure,1
9609,2009-08-14,COLONIAL BANK,MONTGOMERY,,,failure,1
57645,2009-08-14,COMMUNITY BANK OF ARIZONA,PHOENIX,,,failure,1
34043,2009-08-14,COMMUNITY BANK OF NEVADA,LAS VEGAS,,,failure,1
31559,2009-08-14,DWELLING HOUSE SAVINGS AND LOAN,PITTSBURGH,,,failure,1
34485,2009-08-14,"UNION BANK, NATIONAL ASSOCIATION",GILBERT,,,failure,1
23268,2009-08-07,COMMUNITY FIRST BANK,PRINEVILLE,,,failure,1
27183,2009-08-07,COMMUNITY NATIONAL BANK OF SARASOTA COUNTY,VENICE,,,failure,1
27364,2009-08-07,FIRST STATE BANK,SARASOTA,,,failure,1
34270,2009-07-31,FIRST BANKAMERICANO,ELIZABTH,,,failure,1
9873,2009-07-31,FIRST STATE BANK OF ALTUS,ALTUS,,,failure,1
57604,2009-07-31,INTEGRITY BANK,JUPITER,,,failure,1
18659,2009-07-31,MUTUAL BANK,HARVEY,,,failure,1
32288,2009-07-31,PEOPLES COMMUNITY BANK,WEST CHESTER,,,failure,1
27367,2009-07-24,SECURITY BANK OF BIBB COUNTY,MACON,,,failure,1
57346,2009-07-24,SECURITY BANK OF GWINNETT COUNTY,SUWANNEE,,,failure,1
27048,2009-07-24,SECURITY BANK OF HOUSTON COUNTY,PERRY,,,failure,1
8486,2009-07-24,SECURITY BANK OF JONES COUNTY,GRAY,,,failure,1
57430,2009-07-24,SECURITY BANK OF NORTH FULTON,ALPHARETTA,,,failure,1
57105,2009-07-24,SECURITY BANK OF NORTH METRO,WOODSTOCK,,,failure,1
58065,2009-07-24,WATERFORD VILLAGE BANK,WILLIAMSVILLE,,,failure,1
34103,2009-07-17,BANKFIRST,SIOUX FALLS,,,failure,1
34594,2009-07-17,FIRST PIEDMONT BANK,WINDER,,,failure,1
34341,2009-07-17,TEMECULA VALLEY BANK,TEMECULA,,,failure,1
23556,2009-07-17,"VINEYARD BANK, NATIONAL ASSOCIATION",RANCHO CUCAMONGA,,,failure,1
22754,2009-07-10,BANK OF WYOMING,THERMOPOLIS,,,failure,1
18390,2009-07-02,FOUNDERS BANK,WORTH,,,failure,1
57667,2009-07-02,MILLENNIUM STATE BANK OF TEXAS,DALLAS,,,failure,1
15302,2009-07-02,ROCK RIVER BANK,OREGON,,,failure,1
9262,2009-07-02,THE ELIZABETH STATE BANK,ELIZABETH,,,failure,1
3644,2009-07-02,THE FIRST NATIONAL BANK OF DANVILLE,DANVILLE,,,failure,1
11710,2009-07-02,THE FIRST STATE BANK OF WINCHESTER,WINCHESTER,,,failure,1
12093,2009-07-02,THE JOHN WARNER BANK,CLINTON,,,failure,1
57436,2009-06-26,COMMUNITY BANK OF WEST GEORGIA,VILLA RICA,,,failure,1
9744,2009-06-26,HORIZON BANK,PINE CITY,,,failure,1
57893,2009-06-26,METROPACIFIC BANK,IRVINE,,,failure,1
57332,2009-06-26,MIRAE BANK,LOS ANGELES,,,failure,1
35285,2009-06-26,NEIGHBORHOOD COMMUNITY BANK,NEWNAN,,,failure,1
27837,2009-06-19,COOPERATIVE BANK,WILMINGTON,,,failure,1
4614,2009-06-19,FIRST NATIONAL BANK OF ANTHONY,ANTHONY,,,failure,1
35251,2009-06-19,SOUTHERN COMMUNITY BANK,FAYETTEVILLE,,,failure,1
17309,2009-06-05,BANK OF LINCOLNWOOD,LINCOLNWOOD,,,failure,1
5757,2009-05-22,CITIZENS NATIONAL BANK,MACOMB,,,failure,1
35175,2009-05-22,STRATEGIC CAPITAL BANK,CHAMPAIGN,,,failure,1
32247,2009-05-21,"BANKUNITED, FSB",CORAL GABLES,,,failure,1
34843,2009-05-08,WESTSOUND BANK,BREMERTON,,,failure,1
35461,2009-05-01,AMERICA WEST BANK,LAYTON,,,failure,1
57563,2009-05-01,CITIZENS COMMUNITY BANK,RIDGEWOOD,,,failure,1
26535,2009-05-01,"SILVERTON BANK, NATIONAL ASSOCIATION",ATLANTA,,,failure,1
57943,2009-04-24,AMERICAN SOUTHERN BANK,KENNESAW,,,failure,1
32069,2009-04-24,FIRST BANK OF BEVERLY HILLS,CALABASAS,,,failure,1
34396,2009-04-24,"FIRST BANK OF IDAHO, FSB",KETCHUM,,,failure,1
34369,2009-04-24,MICHIGAN HERITAGE BANK,FARMINGTON HILLS,,,failure,1
8266,2009-04-17,AMERICAN STERLING BANK,SUGAR CREEK,,,failure,1
33824,2009-04-17,GREAT BASIN BANK OF NEVADA,ELKO,,,failure,1
34639,2009-04-10,CAPE FEAR BANK,WILMINGTON,,,failure,1
34881,2009-04-10,NEW FRONTIER BANK,GREELEY,,,failure,1
22238,2009-03-27,OMNI NATIONAL BANK,ATLANTA,,,failure,1
18896,2009-03-20,COLORADO NATIONAL BANK,COLORADO SPRINGS,,,failure,1
18243,2009-03-20,FIRSTCITY BANK,STOCKBRIDGE,,,failure,1
4754,2009-03-20,"TEAMBANK, N.A.",PAOLA,,,failure,1
57558,2009-03-06,FREEDOM BANK OF GEORGIA,COMMERCE,,,failure,1
20078,2009-02-27,HERITAGE COMMUNITY BANK,GLENWOOD,,,failure,1
34820,2009-02-27,SECURITY SAVINGS BANK,HENDERSON,,,failure,1
35399,2009-02-20,SILVER FALLS BANK,SILVERTON,,,failure,1
16500,2009-02-13,CORN BELT BANK AND TRUST COMPANY,PITTSFIELD,,,failure,1
57342,2009-02-13,PINNACLE BANK,BEAVERTON,,,failure,1
34563,2009-02-13,RIVERSIDE BANK OF THE GULF COAST,CAPE CORAL,,,failure,1
5431,2009-02-13,SHERMAN COUNTY BANK,LOUP CITY,,,failure,1
23124,2009-02-06,ALLIANCE BANK,CULVER CITY,,,failure,1
22574,2009-02-06,COUNTY BANK,MERCED,,,failure,1
57017,2009-02-06,FIRSTBANK FINANCIAL SERVICES,MCDONOUGH,,,failure,1
58001,2009-01-30,MAGNET BANK,SALT LAKE CITY,,,failure,1
26538,2009-01-30,OCALA NATIONAL BANK,OCALA,,,failure,1
30763,2009-01-30,SUBURBAN FEDERAL SAVINGS BANK,CROFTON,,,failure,1
33025,2009-01-23,1ST CENTENNIAL BANK,REDLANDS,,,failure,1
25178,2009-01-16,BANK OF AMERICA CALIFORNIA N.A.,SAN FRANCISCO,,,assistance,1
3510,2009-01-16,BANK OF AMERICA N.A.,CHARLOTTE,,,assistance,1
35453,2009-01-16,BANK OF AMERICA OREGON N.A.,PORTLAND,,,assistance,1
58032,2009-01-16,BANK OF AMERICA RHODE ISLAND N.A.,PROVIDENCE,,,assistance,1
34959,2009-01-16,BANK OF CLARK COUNTY,VANCOUVER,,,failure,1
33143,2009-01-16,COUNTRYWIDE BANK FSB,ALEXANDRIA,,,assistance,1
33318,2009-01-16,FIA CARD SERVICES N.A.,WILMINGTON,,,assistance,1
34571,2009-01-16,MERRILL LYNCH BANK & TRUST CO FSB,NEW YORK,,,assistance,1
27374,2009-01-16,MERRILL LYNCH BANK USA,SALT LAKE CITY,,,assistance,1
19733,2009-01-16,NATIONAL BANK OF COMMERCE,BERKELEY,,,failure,1
35379,2008-12-12,HAVEN TRUST BANK,DULUTH,,,failure,1
11568,2008-12-12,SANDERSON STATE BANK,SANDERSON,,,failure,1
34301,2008-12-05,FIRST GEORGIA COMMUNITY BANK,JACKSON,,,failure,1
18923,2008-11-23,CITIBANK (BANAMEX USA),CENTURY CITY,,,assistance,1
23360,2008-11-23,"CITIBANK (SOUTH DAKOTA), N.A.",SIOUX FALLS,,,assistance,1
7213,2008-11-23,"CITIBANK, NATIONAL ASSOCIATION",LAS VEGAS,,,assistance,1
18708,2008-11-23,"CITICORP TRUST BANK, FSB",WILMINGTON,,,assistance,1
58180,2008-11-23,DEPARTMENT STORES NATIONAL BANK,SIOUX FALLS,,,assistance,1
30968,2008-11-21,"DOWNEY SAVINGS AND LOAN ASSOCIATION, F.A.",NEWPORT BEACH,,,failure,1
28344,2008-11-21,PFF BANK & TRUST,POMONA,,,failure,1
16490,2008-11-21,THE COMMUNITY BANK,LOGANVILLE,,,failure,1
26870,2008-11-07,"FRANKLIN BANK, SSB",HOUSTON,,,failure,1
23595,2008-11-07,SECURITY PACIFIC BANK,SAN DIEGO,,,failure,1
57930,2008-10-31,FREEDOM BANK,BRADENTON,,,failure,1
58241,2008-10-24,ALPHA BANK & TRUST,ALPHARETTA,,,failure,1
57654,2008-10-10,MAIN STREET BANK,NORTHVILLE,,,failure,1
13789,2008-10-10,MERIDIAN BANK,ELDRED,,,failure,1
32633,2008-09-25,WASHINGTON MUTUAL BANK,HENDERSON,,,failure,1
6782,2008-09-19,"AMERIBANK, INC.",NORTHFORK,,,failure,1
34194,2008-09-05,SILVER STATE BANK,HENDERSON,,,failure,1
35469,2008-08-29,INTEGRITY BANK,ALPHARETTA,,,failure,1
22728,2008-08-22,THE COLUMBIAN BANK AND TRUST COMPANY,TOPEKA,,,failure,1
57523,2008-08-01,FIRST PRIORITY BANK,BRADENTON,,,failure,1
57961,2008-07-25,FIRST HERITAGE BANK N.A.,NEWPORT BEACH,,,failure,1
27011,2008-07-25,FIRST NATIONAL BANK OF NEVADA,RENO,,,failure,1
29730,2008-07-11,INDYMAC BANK F.S.B,PASADENA,,,failure,1
12736,2008-05-30,"FIRST INTEGRITY BANK, N.A.",STAPLES,,,failure,1
33901,2008-05-09,ANB FINANCIAL NATIONAL ASSOCIATION,BENTONVILLE,,,failure,1
1971,2008-03-07,HUME BANK,HUME,,,failure,1
24660,2008-01-25,DOUGLASS NATIONAL BANK,KANSAS CITY,,,failure,1
16848,2007-10-04,MIAMI VALLEY BANK,LAKEVIEW,,,failure,1
32575,2007-09-28,NETBANK,ALPHARETTA,,,failure,1
35353,2007-02-02,METROPOLITAN SAVINGS BANK,PITTSBURGH,,,failure,1
1249,2004-06-25,BANK OF EPHRAIM,EPHRAIM,,,failure,1
26778,2004-03-19,RELIANCE BANK,WHITE PLAINS,,,failure,1
26838,2004-03-12,GUARANTY NATIONAL BANK,TALLAHASSEE,,,failure,1
31330,2004-02-14,DOLLAR SAVINGS BANK,NEWARK,,,failure,1
27203,2003-11-14,PULASKI SAVINGS BANK,PHILADELPHIA,,,failure,1
11639,2003-05-09,THE FIRST NATIONAL BANK OF BLANCHARDVILLE,BLANCHARDVILLE,,,failure,1
27094,2003-02-07,SOUTHERN PACIFIC BANK,TORRANCE,,,failure,1
16445,2002-12-17,THE FARMERS BANK & TRUST OF CHENEYVILLE,CHENEYVILLE,,,failure,1
9961,2002-11-08,BANK OF ALAMO,ALAMO,,,failure,1
33784,2002-09-30,AMTRADE INTERNATIONAL BANK OF GEORGIA,ATLANTA,,,failure,1
29355,2002-06-27,UNIVERSAL FSB,CHICAGO,,,failure,1
19183,2002-06-26,CONNECTICUT BANK OF COMMERCE,STAMFORD,,,failure,1
34979,2002-03-28,NEW CENTURY BANK,SHELBY TOWNSHIP,,,failure,1
26652,2002-03-01,NET FIRST NATIONAL BANK,BOCA RATON,,,failure,1
22314,2002-02-07,NEXTBANK,PHOENIX,,,failure,1
8966,2002-02-01,OAKWOOD DEPOSIT BANK,OAKWOOD,,,failure,1
22002,2002-01-18,BANK OF SIERRA BLANCA,SIERRA BLANCA,,,failure,1
24382,2002-01-11,"HAMILTON BANK, NATIONAL ASSOCIATION",MIAMI,,,failure,1
34248,2001-09-07,SINCLAIR NATIONAL BANK,GRAVETTE,,,failure,1
32646,2001-07-27,"SUPERIOR BANK, FSB",HINSDALE,,,failure,1
6629,2001-05-03,MALTA NATIONAL BANK,MALTA,,,failure,1
34264,2001-02-02,FIRST ALLIANCE BANK AND TRUST CO,MANCHESTER,,,failure,1
3815,2000-12-14,NATIONAL STATE BANK OF METROPOLIS,METROPOLIS,,,failure,1
21029,2000-10-13,BANK OF HONOLULU,HONOLULU,,,failure,1
338,2000-09-29,BANK OF FALKNER,FALKNER,,,failure,1
10985,2000-07-14,TOWN & COUNTRY BANK OF ALMELUND,ALMELUND,,,failure,1
25056,2000-06-02,MONUMENT NATIONAL BANK,RIDGECREST,,,failure,1
27886,2000-03-10,MUTUAL FEDERAL SAVINGS BANK OF ATLANTA,ATLANTA,,,failure,1
14228,2000-01-14,HARTFORD-CARLISLE SB,CARLISLE,,,failure,1
26748,1999-12-10,GOLDEN CITY COMMERCIAL BANK,NEW YORK,,,failure,1
27415,1999-11-22,PACIFIC THRIFT AND LOAN CO,WOODLAND HILLS,,,failure,1
18147,1999-09-10,PEOPLES NB OF COMMERCE,MIAMI,,,failure,1
6771,1999-09-01,FIRST NB OF KEYSTONE,KEYSTONE,,,failure,1
25272,1999-07-09,EAST TEXAS NB OF MARSHALL,MARSHALL,,,failure,1
32491,1999-07-09,"OCEANMARK BANK, A FSB",NORTH MIAMI BEACH,,,failure,1
13300,1999-04-23,ZIA NEW MEXICO BANK,TUCUMCARI,,,failure,1
17200,1999-03-26,VICTORY STATE BANK,COLUMBIA,,,failure,1
2174,1998-08-07,Q BANK,FORT BENTON,,,failure,1
91189,1998-07-23,BESTBANK,BOULDER,,,failure,1
14758,1998-04-09,OMNIBANK,RIVER ROUGE,,,failure,1
18338,1997-11-21,SOUTHWEST BANK,JENNINGS,,,failure,1
27072,1996-08-16,COMMONWEALTH THRIFT & LOAN,TORRANCE,,,failure,1
29236,1996-08-09,"UNION FEDERAL BANK, FSB",LOS ANGELES,,,failure,1
26431,1996-07-12,FAIRFIELD FIRST BANK & TRUST CO,SOUTHPORT,,,failure,1
3382,1996-06-14,FIRST NB OF THE PANHANDLE,PANHANDLE,,,failure,1
18662,1996-05-31,PEOPLE'S BANK & TRUST,BORGER,,,failure,1
27525,1996-03-08,METROBANK OF PHILADELPHIA,PHILADELPHIA,,,failure,1
26187,1995-07-28,FOUNDERS BANK,NEW HAVEN,,,failure,1
23319,1995-07-28,PACIFIC HERITAGE BANK,TORRANCE,,,failure,1
23751,1995-05-19,"BANK USA, N.A.","KIHEI, MAUI",,,failure,1
29781,1995-05-05,AMERICAN S & L ASSOCIATION,NEW YORK,,,failure,1
31899,1995-04-28,CONTINENTAL SAVINGS OF AMERICA,SAN FRANCISCO,,,failure,1
33190,1995-03-31,LOS ANGELES THRIFT AND LOAN COMPANY,LOS ANGELES,,,failure,1
3480,1995-03-03,FIRST TRUST BANK,ONTARIO,,,failure,1
24754,1995-01-20,GUARDIAN BANK,LOS ANGELES,,,failure,1
32374,1994-12-16,CORNERSTONE BANK FSB,MISSION VIEJO,,,failure,1
90230,1994-10-21,LUDLOW SAVINGS BANK,LUDLOW,,,failure,1
3432,1994-08-26,CAPITAL BANK,DOWNEY,,,failure,1
20637,1994-08-12,BANK OF NEWPORT,NEWPORT BEACH,,,failure,1
22796,1994-07-29,COMMERCE BANK,NEWPORT BEACH,,,failure,1
23157,1994-07-29,WESTERN COMMUNITY BANK,CORONA,,,failure,1
21922,1994-07-15,BANK OF SAN PEDRO,LOS ANGELES,,,failure,1
23448,1994-07-08,PIONEER BANK,FULLERTON,,,failure,1
20442,1994-07-07,THE MERIDEN TRUST AND SAFE DEPOSIT,MERIDEN,,,failure,1
26909,1994-06-10,THE BANK OF HARTFORD,HARTFORD,,,failure,1
31484,1994-06-03,"ENCINO SAVINGS BANK, FSB",ENCINO,,,failure,1
27027,1994-05-19,BARBARY COAST NATIONAL BANK,SAN FRANCISCO,,,failure,1
18332,1994-05-06,COMMERCIAL BANK AND TRUST COMPANY,LOWELL,,,failure,1
25678,1994-04-14,SUPERIOR NATIONAL BANK,KANSAS CITY,,,failure,1
19367,1994-04-01,MECHANICS NATIONAL BANK,PARAMOUNT,,,failure,1
26374,1993-11-05,CENTURY THRIFT AND LOAN,LOS ANGELES,,,failure,1
22815,1993-10-29,THE BANK OF SAN DIEGO,SAN DIEGO,,,failure,1
24452,1993-10-21,"MID CITY BANK, N.A.",BREA,,,failure,1
26995,1993-10-15,BRENTWOOD THRIFT AND LOAN ASSOCIATION,LOS ANGELES,,,failure,1
8446,1993-10-14,"PLAZA BANK, N.A. OF NEW BRAUNFELS",NEW BRAUNFELS,,,failure,1
24654,1993-09-24,WESTERN UNITED NATIONAL BANK,LOS ANGELES,,,failure,1
32229,1993-09-24,"WESTSIDE BANK, FSB",LOS ANGELES,,,failure,1
27174,1993-09-17,REGENT THRIFT AND LOAN ASSOCIATION,SAN FRANCISCO,,,failure,1
32136,1993-09-10,AMADOR VALLEY S & L,PLEASANTON,,,failure,1
23135,1993-08-27,MARITIME BANK OF CALIFORNIA,LOS ANGELES,,,failure,1
18220,1993-08-25,TARRANT BANK,FORT WORTH,,,failure,1
32228,1993-08-13,GOLDEN STATE FSB,IRVINE,,,failure,1
32728,1993-08-12,"NEW ATLANTIC BANK, NA",NORFOLK,,,failure,1
5592,1993-07-29,THE WOLFE CITY NATIONAL BANK,WOLFE CITY,,,failure,1
24757,1993-07-22,FIDELITY NATIONAL BANK,HOUSTON,,,failure,1
26495,1993-07-09,CITY THRIFT AND LOAN ASSOCIATION,LOS ANGELES,,,failure,1
26488,1993-07-09,FIRST CALIFORNIA BANK,LA MESA,,,failure,1
27268,1993-07-02,EMERALD CITY BANK,SEATTLE,,,failure,1
16335,1993-07-02,JEFFERSON BANK & TRUST,LAKEWOOD,,,failure,1
3733,1993-07-01,"EAGLE BANK OF CHAMPAIGN COUNTY, NATIONAL A",RANTOUL,,,failure,1
24846,1993-07-01,WESTHEIMER NATIONAL BANK,HOUSTON,,,failure,1
27307,1993-06-25,CITY NATIONAL BANK OF WASHINGTON,WASHINGTON,,,failure,1
21560,1993-06-18,AMERICAN BANK AND TRUST,SAN JOSE,,,failure,1
23183,1993-06-18,CAPITAL BANK OF CALIFORNIA,LOS ANGELES,,,failure,1
17963,1993-06-10,BANKCENTRAL AMARILLO,AMARILLO,,,failure,1
29671,1993-06-04,WESTERN FSB,MARINA DEL RAY,,,failure,1
18257,1993-05-21,NEW ENGLAND SAVINGS BANK,NEW LONDON,,,failure,1
23796,1993-05-21,PALOS VERDES NATIONAL BANK,ROLLING HILLS EST,,,failure,1
32731,1993-05-20,CROWN NATIONAL BANK,CHARLOTTE,,,failure,1
24653,1993-05-06,"WILSHIRE CENTER BANK,",LOS ANGELES,,,failure,1
25055,1993-04-30,AMERICAN COMMERCE NATIONAL BANK,ANAHEIM,,,failure,1
14787,1993-04-29,VALLEY NATIONAL BANK OF FREMONT,HAMBURG,,,failure,1
24676,1993-04-15,"FIRST WESTERN BANK, N.A.",SAN DIEGO,,,failure,1
23581,1993-04-08,PREMIER BANK,NORTHRIDGE,,,failure,1
24111,1993-04-02,COLLEGE BOULEVARD NATIONAL BANK,OVERLAND PARK,,,failure,1
19444,1993-04-02,MIDLAND BANK OF KANSAS,MISSION,,,failure,1
24564,1993-04-02,OLYMPIC NATIONAL BANK,LOS ANGELES,,,failure,1
27773,1993-04-02,PIONEER FS & LA,PRAIRIE VILLAGE,,,failure,1
11890,1993-04-01,FIRST STATE BANK,VEGA,,,failure,1
3295,1993-03-18,"UNITED BANK, N.A.",LANCASTER,,,failure,1
32238,1993-03-16,"THE GUARDIAN BANK, FSB",BOCA RATON,,,failure,1
23631,1993-03-04,"FIRST AMERICAN CAPITAL BANK, N.A",LAGUNA BEACH,,,failure,1
