fdic_cert_number,failure_date,bank_name,city,state,acquiring_institution,event_type,distress_label
25796,2026-05-01,COMMUNITY BANK AND TRUST - WEST GEORGIA,LAGRANGE,,,failure,1
57488,2026-01-30,METROPOLITAN CAPITAL B&T,CHICAGO,,,failure,1
5520,2025-06-27,SANTA ANNA NATIONAL BANK,SANTA ANNA,,,failure,1
28611,2025-01-17,PULASKI SAVINGS BANK,CHICAGO,,,failure,1
4134,2024-10-18,FIRST NB OF LINDSAY,LINDSAY,,,failure,1
27332,2024-04-26,REPUBLIC BANK,PHILADELPHIA,,,failure,1
8758,2023-11-03,CITIZENS BANK,SAC CITY,,,failure,1
25851,2023-07-28,HEARTLAND TRI-STATE BANK,ELKHART,,,failure,1
59017,2023-05-01,FIRST REPUBLIC BANK,SAN FRANCISCO,,,failure,1
57053,2023-03-12,SIGNATURE BANK,NEW YORK,,,failure,1
24735,2023-03-10,SILICON VALLEY BANK,SANTA CLARA,,,failure,1
15426,2020-10-23,ALMENA STATE BANK,ALMENA,,,failure,1
16748,2020-10-16,FIRST CITY BANK OF FLORIDA,FORT WALTON BEACH,,,failure,1
14361,2020-04-03,THE FIRST STATE BANK,BARBOURSVILLE,,,failure,1
18265,2020-02-14,ERICSON STATE BANK,ERICSON,,,failure,1
21111,2019-11-01,CITY NATIONAL BANK OF NEW JERSEY,NEWARK,,,failure,1
58112,2019-10-25,LOUISA COMMUNITY BANK,LOUISA,,,failure,1
58317,2019-10-25,RESOLUTE BANK,MAUMEE,,,failure,1
10716,2019-05-31,ENLOE STATE BANK,COOPER,,,failure,1
30570,2017-12-15,WASHINGTON FEDERAL BANK FOR SAVINGS,CHICAGO,,,failure,1
17719,2017-10-13,THE FARMERS AND MERCHANTS STATE BANK OF ARGONIA,ARGONIA,,,failure,1
1802,2017-05-26,FAYETTE COUNTY BANK,SAINT ELMO,,,failure,1
30003,2017-05-05,GUARANTY BANK,MILWAUKEE,,,failure,1
58302,2017-04-28,FIRST NBC BANK,NEW ORLEANS,,,failure,1
35495,2017-03-03,PROFICIO BANK,COTTONWOOD HEIGHTS,,,failure,1
19328,2017-01-27,SEAWAY BANK AND TRUST COMPANY,CHICAGO,,,failure,1
34951,2017-01-13,HARVEST COMMUNITY BANK,PENNSVILLE,,,failure,1
91,2016-09-23,ALLIED BANK,MULBERRY,,,failure,1
11297,2016-08-19,THE WOODBURY BANKING COMPANY,WOODBURY,,,failure,1
35312,2016-05-06,FIRST CORNERSTONE BANK,KING OF PRUSSIA,,,failure,1
9956,2016-04-29,TRUST COMPANY BANK,MEMPHIS,,,failure,1
20364,2016-03-11,NORTH MILWAUKEE STATE BANK,MILWAUKEE,,,failure,1
35156,2015-10-02,HOMETOWN NATIONAL BANK,LONGVIEW,,,failure,1
35259,2015-10-02,THE BANK OF GEORGIA,PEACHTREE CITY,,,failure,1
34112,2015-07-10,PREMIER BANK,DENVER,,,failure,1
57772,2015-05-08,EDGEBROOK BANK,CHICAGO,,,failure,1
32102,2015-02-27,DORAL BANK,SAN JUAN,,,failure,1
33938,2015-02-13,CAPITOL CITY BANK & TRUST COMPANY,ATLANTA,,,failure,1
20290,2015-01-23,HIGHLAND COMMUNITY BANK,CHICAGO,,,failure,1
17557,2015-01-16,FIRST NATIONAL BANK OF CRESTVIEW,CRESTVIEW,,,failure,1
34983,2014-12-19,NORTHERN STAR BANK,MANKATO,,,failure,1
34738,2014-11-07,"FRONTIER BANK, FSB",PALM DESERT,,,failure,1
916,2014-10-24,THE NATIONAL REPUBLIC BANK OF CHICAGO,CHICAGO,,,failure,1
4862,2014-10-17,NBRS FINANCIAL BANK,RISING SUN,,,failure,1
28462,2014-07-25,"GREENCHOICE BANK, FSB",CHICAGO,,,failure,1
58125,2014-07-18,EASTSIDE COMMERCIAL BANK,CONYERS,,,failure,1
12483,2014-06-27,THE FREEDOM STATE BANK,FREEDOM,,,failure,1
10450,2014-06-20,VALLEY BANK,MOLINE,,,failure,1
21793,2014-06-20,VALLEY BANK,FORT LAUDERDALE,,,failure,1
32368,2014-05-30,SLAVIE FEDERAL SAVINGS BANK,BEL AIR,,,failure,1
32284,2014-05-23,COLUMBIA SAVINGS BANK,CINCINNATI,,,failure,1
57866,2014-05-16,AZTECAMERICA BANK,BERWYN,,,failure,1
15062,2014-04-25,ALLENDALE COUNTY BANK,FAIRFAX,,,failure,1
35096,2014-02-28,"MILLENNIUM BANK, NATIONAL ASSOCIATION",STERLING,,,failure,1
58531,2014-02-28,VANTAGE POINT BANK,HORSHAM,,,failure,1
34296,2014-01-31,SYRINGA BANK,BOISE,,,failure,1
17967,2014-01-24,THE  BANK OF UNION,EL RENO,,,failure,1
5732,2014-01-17,DUPAGE NATIONAL BANK,WEST CHICAGO,,,failure,1
57431,2013-12-13,"TEXAS COMMUNITY BANK, NATIONAL ASSOCIATION",THE WOODLANDS,,,failure,1
14794,2013-10-30,BANK OF JACKSON COUNTY,GRACEVILLE,,,failure,1
14318,2013-09-13,FIRST NATIONAL BANK,EDINBURG,,,failure,1
57041,2013-09-13,THE COMMUNITY'S BANK,BRIDGEPORT,,,failure,1
19849,2013-08-23,COMMUNITY SOUTH BANK,PARSONS,,,failure,1
34707,2013-08-23,SUNRISE BANK OF ARIZONA,PHOENIX,,,failure,1
35016,2013-08-09,BANK OF WAUSAU,WAUSAU,,,failure,1
34943,2013-08-02,FIRST COMMUNITY BANK OF SOUTHWEST FLORIDA,FORT MYERS,,,failure,1
34789,2013-06-07,MOUNTAIN NATIONAL BANK,SEVIERVILLE,,,failure,1
58358,2013-06-06,1st COMMERCE BANK,NORTH LAS VEGAS,,,failure,1
35386,2013-05-31,BANKS OF WISCONSIN,KENOSHA,,,failure,1
34527,2013-05-14,CENTRAL ARIZONA BANK,SCOTTSDALE,,,failure,1
58701,2013-05-10,PISGAH COMMUNITY BANK,ASHEVILLE,,,failure,1
58185,2013-05-10,SUNRISE BANK,VALDOSTA,,,failure,1
21649,2013-04-26,DOUGLAS COUNTY BANK,DOUGLASVILLE,,,failure,1
57158,2013-04-26,PARKWAY BANK,LENOIR,,,failure,1
58034,2013-04-19,CHIPOLA COMMUNITY BANK,MARIANNA,,,failure,1
29594,2013-04-19,FIRST FEDERAL BANK,LEXINGTON,,,failure,1
26680,2013-04-19,HERITAGE BANK OF NORTH FLORIDA,ORANGE PARK,,,failure,1
58066,2013-04-05,GOLD CANYON BANK,GOLD CANYON,,,failure,1
16431,2013-03-08,FRONTIER BANK,LAGRANGE,,,failure,1
22476,2013-02-15,COVENANT BANK,CHICAGO,,,failure,1
57157,2013-01-18,1ST REGENTS BANK,ANDOVER,,,failure,1
33997,2013-01-11,WESTSIDE COMMUNITY BANK,UNIVERSITY PLACE,,,failure,1
27331,2012-12-14,COMMUNITY BANK OF THE OZARKS,SUNRISE,,,failure,1
57928,2012-11-16,HOMETOWN COMMUNITYBANK,BRASELTON,,,failure,1
3731,2012-11-02,CITIZENS FIRST NATIONAL BANK,PRINCETON,,,failure,1
35009,2012-11-02,HERITAGE BANK OF FLORIDA,LUTZ,,,failure,1
27148,2012-10-26,NOVA BANK,BERWYN,,,failure,1
19189,2012-10-19,EXCEL BANK,SEDALIA,,,failure,1
28144,2012-10-19,FIRST EAST SIDE SAVINGS BANK,TAMARAC,,,failure,1
58073,2012-10-19,GULFSOUTH PRIVATE BANK,DESTIN,,,failure,1
20685,2012-09-28,FIRST UNITED BANK,CRETE,,,failure,1
27316,2012-09-14,TRUMAN BANK,ST. LOUIS,,,failure,1
35246,2012-09-07,FIRST COMMERCIAL BANK,BLOOMINGTON,,,failure,1
28243,2012-08-03,WAUKEGAN SAVINGS BANK,WAUKEGAN,,,failure,1
16240,2012-07-27,JASPER BANKING COMPANY,JASPER,,,failure,1
32711,2012-07-20,FIRST CHEROKEE STATE BANK,WOODSTOCK,,,failure,1
57847,2012-07-20,GEORGIA TRUST BANK,BUFORD,,,failure,1
1361,2012-07-20,HEARTLAND BANK,LEAWOOD,,,failure,1
27986,2012-07-20,SECOND FEDERAL SAVINGS AND LOAN ASSOCIATION OF CHICAGO,CHICAGO,,,failure,1
57096,2012-07-20,THE ROYAL PALM BANK OF FLORIDA,NAPLES,,,failure,1
1056,2012-07-13,GLASGOW SAVINGS BANK,GLASGOW,,,failure,1
19498,2012-07-06,MONTGOMERY BANK & TRUST,AILEY,,,failure,1
27405,2012-06-15,PUTNAM STATE BANK,PALATKA,,,failure,1
35299,2012-06-15,SECURITY EXCHANGE BANK,MARIETTA,,,failure,1
1690,2012-06-15,THE FARMERS BANK OF LYNCHBURG,LYNCHBURG,,,failure,1
35372,2012-06-08,CAROLINA FEDERAL SAVINGS BANK,CHARLESTON,,,failure,1
9257,2012-06-08,FARMERS' AND TRADERS' STATE BANK,SHABBONA,,,failure,1
416,2012-06-08,FIRST CAPITAL BANK,KINGFISHER,,,failure,1
34515,2012-06-08,WACCAMAW BANK,WHITEVILLE,,,failure,1
35224,2012-05-18,"ALABAMA TRUST BANK, NATIONAL ASSOCIATION",SYLACAUGA,,,failure,1
23156,2012-05-04,"SECURITY BANK, NATIONAL ASSOCIATION",NORTH LAUDERDALE,,,failure,1
26759,2012-04-27,BANK OF THE EASTERN SHORE,CAMBRIDGE,,,failure,1
57766,2012-04-27,HARVEST BANK OF MARYLAND,GAITHERSBURG,,,failure,1
31495,2012-04-27,"INTER SAVINGS BANK, FSB D/B/A/ INTERBANK, FSB",MAPLE GROVE,,,failure,1
23632,2012-04-27,PALM DESERT NATIONAL BANK,PALM DESERT,,,failure,1
32503,2012-04-27,PLANTATION FEDERAL BANK,PAWLEYS ISLAND,,,failure,1
35527,2012-04-20,"FORT LEE FEDERAL SAVINGS BANK, FSB",FORT LEE,,,failure,1
33883,2012-03-30,FIDELITY BANK,DEARBORN,,,failure,1
58068,2012-03-23,CONVENANT BANK & TRUST,ROCK SPRING,,,failure,1
35419,2012-03-23,PREMIER BANK,WILMETTE,,,failure,1
57597,2012-03-09,NEW CITY BANK,CHICAGO,,,failure,1
34046,2012-03-02,GLOBAL COMMERCE BANK,DORAVILLE,,,failure,1
5687,2012-02-24,CENTRAL BANK OF GEORGIA,ELLAVILLE,,,failure,1
29178,2012-02-24,HOME SAVINGS OF AMERICA,LITTLE FALLS,,,failure,1
23187,2012-02-10,CHARTER NATIONAL BANK AND TRUST,HOFFMAN ESTATES,,,failure,1
29761,2012-02-10,SCB BANK,SHELBYVILLE,,,failure,1
19869,2012-01-27,BANKEAST,KNOXVILLE,,,failure,1
16579,2012-01-27,FIRST GUARANTY BANK AND TRUST COMPANY OF JACKSONVILLE,JACKSONVILLE,,,failure,1
34823,2012-01-27,PATRIOT BANK MINNESOTA,FOREST LAKE,,,failure,1
35296,2012-01-27,TENNESSEE COMMERCE BANK,FRANKLIN,,,failure,1
31581,2012-01-20,AMERICAN EAGLE SAVINGS BANK,BOOTHWYN,,,failure,1
57186,2012-01-20,CENTRAL FLORIDA STATE BANK,BELLEVIEW,,,failure,1
19252,2012-01-20,THE FIRST STATE BANK,STOCKBRIDGE,,,failure,1
58343,2011-12-16,PREMIER COMMUNITY BANK OF THE EMERALD COAST,CRESTVIEW,,,failure,1
57917,2011-12-16,WESTERN NATIONAL BANK,PHOENIX,,,failure,1
19657,2011-11-18,CENTRAL PROGRESSIVE BANK,LACOMBE,,,failure,1
14194,2011-11-18,POLK COUNTY BANK,JOHNSTON,,,failure,1
57860,2011-11-10,COMMUNITY BANK OF ROCKMART,ROCKMART,,,failure,1
19397,2011-11-04,"MID CITY BANK, INC.",OMAHA,,,failure,1
57087,2011-11-04,SUNFIRST BANK,SAINT GEORGE,,,failure,1
57759,2011-10-28,ALL AMERICAN BANK,DES PLAINES,,,failure,1
21132,2011-10-21,COMMUNITY BANKS OF COLORADO,GREENWOOD VILLAGE,,,failure,1
57036,2011-10-21,COMMUNITY CAPITAL BANK,JONESBORO,,,failure,1
34392,2011-10-21,DECATUR FIRST BANK,DECATUR,,,failure,1
57537,2011-10-21,OLD HARBOR BANK,CLEARWATER,,,failure,1
32347,2011-10-14,"BLUE RIDGE SAVINGS BANK, INC.",ASHEVILLE,,,failure,1
35395,2011-10-14,COUNTRY BANK,ALEDO,,,failure,1
58046,2011-10-14,FIRST STATE BANK,CRANFORD,,,failure,1
57256,2011-10-14,PIEDMONT COMMUNITY BANK,GRAY,,,failure,1
20115,2011-10-07,SUN SECURITY BANK,ELLINGTON,,,failure,1
10216,2011-10-07,THE RIVERBANK,WYOMING,,,failure,1
33513,2011-09-30,FIRST INTERNATIONAL BANK,PLANO,,,failure,1
20408,2011-09-23,BANK OF THE COMMONWEALTH,NORFOLK,,,failure,1
33983,2011-09-23,CITIZENS BANK OF NORTHERN CALIFORNIA,NEVADA CITY,,,failure,1
25155,2011-09-09,THE FIRST NATIONAL BANK OF FLORIDA,MILTON,,,failure,1
58226,2011-09-02,CREEKSIDE BANK,WOODSTOCK,,,failure,1
58273,2011-09-02,PATRIOT BANK OF GEORGIA,CUMMING,,,failure,1
57212,2011-08-19,FIRST CHOICE BANK,GENEVA,,,failure,1
57239,2011-08-19,FIRST SOUTHERN NATIONAL BANK,STATESBORO,,,failure,1
35356,2011-08-19,LYDIAN PRIVATE BANK,PALM BEACH,,,failure,1
34130,2011-08-18,PUBLIC SAVINGS BANK,HUNTINGDON VALLEY,,,failure,1
4744,2011-08-12,THE FIRST NATIONAL BANK OF OLATHE,OLATHE,,,failure,1
22637,2011-08-05,BANK OF SHOREWOOD,SHOREWOOD,,,failure,1
22528,2011-08-05,BANK OF WHITMAN,COLFAX,,,failure,1
58222,2011-07-29,"BANKMERIDIAN, N.A.",COLUMBIA,,,failure,1
4392,2011-07-29,INTEGRA BANK NATIONAL ASSOCIATION,EVANSVILLE,,,failure,1
58283,2011-07-29,VIRGINIA BUSINESS BANK,RICHMOND,,,failure,1
2994,2011-07-22,BANK OF CHOICE,GREELEY,,,failure,1
35244,2011-07-22,LANDMARK BANK OF FLORIDA,SARASOTA,,,failure,1
58056,2011-07-22,SOUTHSHORE COMMUNITY BANK,APOLLO BEACH,,,failure,1
34870,2011-07-15,FIRST PEOPLES BANK,PORT SAINT LUCIE,,,failure,1
19554,2011-07-15,HIGH TRUST BANK,STOCKBRIDGE,,,failure,1
58238,2011-07-15,ONE GEORGIA BANK,ATLANTA,,,failure,1
57442,2011-07-15,SUMMIT BANK,PRESCOTT,,,failure,1
34522,2011-07-08,COLORADO CAPITAL BANK,CASTLE ROCK,,,failure,1
27935,2011-07-08,FIRST CHICAGO BANK & TRUST,CHICAGO,,,failure,1
57835,2011-07-08,SIGNATURE  BANK,WINDSOR,,,failure,1
57593,2011-06-24,MOUNTAIN HERITAGE BANK,CLAYTON,,,failure,1
27583,2011-06-17,FIRST COMMERCIAL BANK OF TAMPA BAY,TAMPA,,,failure,1
19237,2011-06-17,MCINTOSH STATE BANK,JACKSON,,,failure,1
58420,2011-06-03,ATLANTIC BANK AND TRUST,CHARLESTON,,,failure,1
23626,2011-05-27,FIRST HERITAGE BANK,SNOHOMISH,,,failure,1
57213,2011-05-20,ATLANTIC SOUTHERN BANK,MACON,,,failure,1
57647,2011-05-20,FIRST GEORGIA BANKING COMPANY,FRANKLIN,,,failure,1
513,2011-05-20,SUMMIT BANK,BURLINGTON,,,failure,1
34898,2011-05-06,COASTAL BANK,COCOA BEACH,,,failure,1
34234,2011-04-29,COMMUNITY CENTRAL BANK,MOUNT CLEMENS,,,failure,1
57625,2011-04-29,CORTEZ COMMUNITY  BANK,BROOKSVILLE,,,failure,1
58539,2011-04-29,FIRST CHOICE COMMUNITY BANK,DALLAS,,,failure,1
26297,2011-04-29,FIRST NATIONAL BANK OF CENTRAL FLORIDA,WINTER PARK,,,failure,1
19797,2011-04-29,THE PARK AVENUE BANK,VALDOSTA,,,failure,1
21495,2011-04-15,BARTOW COUNTY BANK,CARTERSVILLE,,,failure,1
14273,2011-04-15,HERITAGE BANKING GROUP,CARTHAGE,,,failure,1
57705,2011-04-15,NEW HORIZONS BANK,EAST ELLIJAY,,,failure,1
19794,2011-04-15,NEXITY BANK,BIRMINGHAM,,,failure,1
24099,2011-04-15,ROSEMOUNT NATIONAL BANK,ROSEMOUNT,,,failure,1
17750,2011-04-15,SUPERIOR BANK,BIRMINGHAM,,,failure,1
35418,2011-04-08,NEVADA COMMERCE BANK,LAS VEGAS,,,failure,1
10086,2011-04-08,WESTERN SPRINGS NATIONAL BANK AND TRUST,WESTERN SPRINGS,,,failure,1
34292,2011-03-25,THE BANK OF COMMERCE,WOOD DALE,,,failure,1
34818,2011-03-11,LEGACY BANK,MILWAUKEE,,,failure,1
4077,2011-03-11,THE FIRST NATIONAL BANK OF DAVIS,DAVIS,,,failure,1
34187,2011-02-25,VALLEY COMMUNITY BANK,ST. CHARLES,,,failure,1
57855,2011-02-18,CHARTER OAK BANK,NAPA,,,failure,1
34601,2011-02-18,CITIZENS BANK OF EFFINGHAM,SPRINGFIELD,,,failure,1
151,2011-02-18,HABERSHAM BANK,CLARKESVILLE,,,failure,1
34783,2011-02-18,"SAN LUIS TRUST BANK, FSB",SAN LUIS OBISPO,,,failure,1
13272,2011-02-11,BADGER STATE BANK,CASSVILLE,,,failure,1
34692,2011-02-11,CANYON NATIONAL BANK,PALM SPRINGS,,,failure,1
14939,2011-02-11,PEOPLES STATE BANK,HAMTRAMCK,,,failure,1
35478,2011-02-11,SUNSHINE STATE COMMUNITY BANK,PORT ORANGE,,,failure,1
57432,2011-02-04,AMERICAN TRUST BANK,ROSWELL,,,failure,1
57948,2011-02-04,COMMUNITY FIRST BANK - CHICAGO,CHICAGO,,,failure,1
35242,2011-02-04,NORTH GEORGIA BANK,WATKINSVILLE,,,failure,1
5328,2011-01-28,EVERGREEN STATE BANK,STOUGHTON,,,failure,1
12261,2011-01-28,FIRST COMMUNITY BANK,TAOS,,,failure,1
57646,2011-01-28,FIRSTIER BANK,LOUISVILLE,,,failure,1
2303,2011-01-28,THE FIRST STATE BANK,CAMARGO,,,failure,1
57868,2011-01-21,COMMUNITYSOUTH BANK AND TRUST,EASLEY,,,failure,1
19758,2011-01-21,ENTERPRISE BANKING COMPANY,MCDONOUGH,,,failure,1
34516,2011-01-21,THE BANK OF ASHEVILLE,ASHEVILLE,,,failure,1
31293,2011-01-21,UNITED WESTERN BANK,DENVER,,,failure,1
57440,2011-01-14,OGLETHORPE BANK,BRUNSWICK,,,failure,1
34965,2011-01-07,FIRST COMMERCIAL BANK OF FLORIDA,ORLANDO,,,failure,1
57820,2011-01-07,LEGACY BANK,SCOTTSDALE,,,failure,1
58495,2010-12-17,"APPALACIAN COMMUNITY BANK, F.S.B.",MCCAYSVILLE,,,failure,1
34578,2010-12-17,CHESTATEE STATE BANK,DAWSONVILLE,,,failure,1
23306,2010-12-17,COMMUNITY NATIONAL BANK,LINO LAKES,,,failure,1
58052,2010-12-17,FIRST SOUTHERN BANK,BATESVILLE,,,failure,1
19040,2010-12-17,THE BANK OF MIAMI,CORAL GABLES,,,failure,1
35065,2010-12-17,UNITED AMERICAS BANK,ATLANTA,,,failure,1
35561,2010-12-10,EARTHSTAR BANK,SOUTHAMPTON,,,failure,1
34673,2010-12-10,PARAMOUNT BANK,FARMINGTON HILLS,,,failure,1
35078,2010-11-19,ALLEGIANCE BANK OF NORTH AMERICA,BALA CYNWYD,,,failure,1
5287,2010-11-19,FIRST BANKING CENTER,BURLINGTON,,,failure,1
20340,2010-11-19,GULF STATE COMMUNITY BANK,CARRABELLE,,,failure,1
35463,2010-11-12,COPPER STAR BANK,SCOTTSDALE,,,failure,1
14580,2010-11-12,DARBY BANK & TRUST COMPANY,VIDALIA,,,failure,1
57831,2010-11-12,TIFTON BANKING COMPANY,TIFTON,,,failure,1
57885,2010-11-05,FIRST VIETNAMESE AMERICAN BANK,WESTMINSTER,,,failure,1
31263,2010-11-05,K BANK,RANDALLSTOWN,,,failure,1
34411,2010-11-05,PIERCE COMMERCIAL BANK,TACOMA,,,failure,1
58087,2010-11-05,WESTERN COMMERCIAL BANK,WOODLAND HILLS,,,failure,1
32582,2010-10-22,"FIRST ARIZONA SAVINGS, A FSB",SCOTTSDALE,,,failure,1
27573,2010-10-22,FIRST BANK OF JACKSONVILLE,JACKSONVILLE,,,failure,1
16089,2010-10-22,FIRST SUBURBAN NATIONAL BANK,MAYWOOD,,,failure,1
22173,2010-10-22,HILLCREST BANK,OVERLAND PARK,,,failure,1
32251,2010-10-22,PROGRESS BANK OF FLORIDA,TAMPA,,,failure,1
2119,2010-10-22,THE FIRST NATIONAL BANK OF BARNESVILLE,BARNESVILLE,,,failure,1
33904,2010-10-22,THE GORDON BANK,GORDON,,,failure,1
34016,2010-10-15,PREMIER BANK,JEFFERSON CITY,,,failure,1
30898,2010-10-15,"SECURITY SAVINGS BANK, F.S.B.",OLATHE,,,failure,1
58205,2010-10-15,WESTBRIDGE BANK AND TRUST COMPANY,CHESTERFIELD,,,failure,1
35250,2010-10-01,SHORELINE BANK,SHORELINE,,,failure,1
21777,2010-10-01,WAKULLA BANK,CRAWFORDVILLE,,,failure,1
58308,2010-09-24,HAVEN TRUST BANK FLORIDA,PONTE VEDRA BEACH,,,failure,1
35053,2010-09-24,NORTH COUNTY BANK,ARLINGTON,,,failure,1
27808,2010-09-17,BRAMBLE SAVINGS BANK,MILFORD,,,failure,1
57448,2010-09-17,FIRST COMMERCE COMMUNITY BANK,DOUGLASVILLE,,,failure,1
57107,2010-09-17,ISN BANK,CHERRY HILL,,,failure,1
28612,2010-09-17,MARITIME SAVINGS BANK,WEST ALLIS,,,failure,1
58197,2010-09-17,THE BANK OF ELLIJAY,ELLIJAY,,,failure,1
182,2010-09-17,THE PEOPLES BANK,WINDER,,,failure,1
35061,2010-09-10,HORIZON BANK,BRADENTON,,,failure,1
33219,2010-08-20,BUTTE COMMUNITY BANK,CHICO,,,failure,1
25266,2010-08-20,COMMUNITY NATIONAL BANK AT BARTOW,BARTOW,,,failure,1
31623,2010-08-20,IMPERIAL SAVINGS AND LOAN ASSOCIATION,MARTINSVILLE,,,failure,1
27344,2010-08-20,INDEPENDENT NATIONAL BANK,OCALA,,,failure,1
32165,2010-08-20,LOS PADRES BANK,SOLVANG,,,failure,1
27090,2010-08-20,PACIFIC STATE BANK,STOCKTON,,,failure,1
15640,2010-08-20,SHOREBANK,CHICAGO,,,failure,1
27259,2010-08-20,SONOMA VALLEY BANK,SONOMA,,,failure,1
17599,2010-08-13,PALOS BANK AND TRUST COMPANY,PALOS HEIGHTS,,,failure,1
34231,2010-08-06,RAVENSWOOD BANK,CHICAGO,,,failure,1
57669,2010-07-30,BAYSIDE SAVINGS BANK,PORT SAINT JOE,,,failure,1
9619,2010-07-30,COASTAL COMMUNITY BANK,PANAMA CITY BEACH,,,failure,1
31964,2010-07-30,LIBERTYBANK,EUGENE,,,failure,1
57658,2010-07-30,NORTHWEST BANK & TRUST,ACWORTH,,,failure,1
22643,2010-07-30,THE COWLITZ BANK,LONGVIEW,,,failure,1
34486,2010-07-23,COMMUNITY SECURITY BANK,NEW PRAGUE,,,failure,1
27559,2010-07-23,CRESCENT BANK AND TRUST COMPANY,JASPER,,,failure,1
23181,2010-07-23,HOME VALLEY BANK,CAVE JUNCTION,,,failure,1
35434,2010-07-23,SOUTHWESTUSA BANK,LAS VEGAS,,,failure,1
32536,2010-07-23,STERLING BANK,LANTANA,,,failure,1
10506,2010-07-23,THUNDER BANK,SYLVAN GROVE,,,failure,1
17837,2010-07-23,WILLIAMSBURG FIRST NATIONAL BANK,KINGSTREE,,,failure,1
35383,2010-07-16,FIRST NATIONAL BANK OF THE SOUTH,SPARTANBURG,,,failure,1
28136,2010-07-16,"MAINSTREET SAVINGS BANK, FSB",HASTINGS,,,failure,1
25172,2010-07-16,METRO BANK OF DADE COUNTY,MIAMI,,,failure,1
28864,2010-07-16,OLDE CYPRESS COMMUNITY BANK,CLEWISTON,,,failure,1
32280,2010-07-16,TURNBERRY BANK,AVENTURA,,,failure,1
32571,2010-07-16,WOODLANDS BANK,BLUFFTON,,,failure,1
35462,2010-07-09,BAY NATIONAL BANK,BALTIMORE,,,failure,1
11636,2010-07-09,HOME NATIONAL BANK,BLACKWELL,,,failure,1
32456,2010-07-09,IDEAL FEDERAL SAVINGS BANK,BALTIMORE,,,failure,1
58072,2010-07-09,USA BANK,PORT CHESTER,,,failure,1
34152,2010-06-25,FIRST NATIONAL BANK,SAVANNAH,,,failure,1
35279,2010-06-25,HIGH DESERT STATE BANK,ALBUQUERQUE,,,failure,1
26563,2010-06-25,PENINSULA BANK,ENGLEWOOD,,,failure,1
57110,2010-06-18,NEVADA SECURITY BANK,RENO,,,failure,1
32955,2010-06-11,WASHINGTON FIRST INTERNATIONAL BANK,SEATTLE,,,failure,1
31813,2010-06-04,ARCOLA HOMESTEAD SAVINGS BANK,ARCOLA,,,failure,1
15814,2010-06-04,FIRST NATIONAL BANK,ROSEDALE,,,failure,1
29341,2010-06-04,TIERONE BANK,LINCOLN,,,failure,1
57360,2010-05-28,BANK OF FLORIDA - SOUTHEAST,FORT LAUDERDALE,,,failure,1
35106,2010-05-28,BANK OF FLORIDA - SOUTHWEST,NAPLES,,,failure,1
57814,2010-05-28,BANK OF FLORIDA - TAMPA BAY,TAMPA BAY,,,failure,1
57315,2010-05-28,"GRANITE COMMUNITY BANK, NATIONAL ASSOCIATION",GRANITE BAY,,,failure,1
34785,2010-05-28,SUN WEST BANK,LAS VEGAS,,,failure,1
57735,2010-05-21,PINEHURST BANK,ST. PAUL,,,failure,1
18117,2010-05-14,MIDWEST BANK AND TRUST COMPANY,ELMWOOD PARK,,,failure,1
35586,2010-05-14,NEW LIBERTY BANK,PLYMOUTH,,,failure,1
35114,2010-05-14,SATILLA COMMUNITY BANK,SAINT MARYS,,,failure,1
34255,2010-05-14,SOUTHWEST COMMUNITY BANK,SPRINGFIELD,,,failure,1
35517,2010-05-07,1st PACIFIC BANK OF CALIFORNIA,SAN DIEGO,,,failure,1
16476,2010-05-07,ACCESS BANK,CHAMPLIN,,,failure,1
14246,2010-05-07,THE BANK OF BONIFAY,BONIFAY,,,failure,1
57697,2010-05-07,TOWNE BANK OF ARIZONA,MESA,,,failure,1
17792,2010-04-30,BC NATIONAL BANKS,BUTLER,,,failure,1
30005,2010-04-30,CF BANCORP,PORT HURON,,,failure,1
58362,2010-04-30,CHAMPION BANK,CREVE COEUR,,,failure,1
27150,2010-04-30,EUROBANK,SAN JUAN,,,failure,1
22710,2010-04-30,FRONTIER BANK,EVERETT,,,failure,1
32185,2010-04-30,R-G PREMIER BANK OF PUERTO RICO,HATO REY,,,failure,1
31027,2010-04-30,WESTERNBANK PUERTO RICO,MAYAGUEZ,,,failure,1
3735,2010-04-23,"AMCORE BANK, NATIONAL ASSOCIATION",ROCKFORD,,,failure,1
22853,2010-04-23,BROADWAY BANK,CHICAGO,,,failure,1
34658,2010-04-23,CITIZENS BANK & TRUST COMPANY OF CHICAGO,CHICAGO,,,failure,1
30600,2010-04-23,LINCOLN PARK SAVINGS BANK,CHICAGO,,,failure,1
34821,2010-04-23,NEW CENTURY BANK,CHICAGO,,,failure,1
10888,2010-04-23,PEOTONE BANK AND TRUST COMPANY,PEOTONE,,,failure,1
58429,2010-04-23,WHEATLAND BANK,NAPERVILLE,,,failure,1
57724,2010-04-16,AMERICANFIRST BANK,CLERMONT,,,failure,1
26619,2010-04-16,BUTLER BANK,LOWELL,,,failure,1
21521,2010-04-16,CITY BANK,LYNNWOOD,,,failure,1
28886,2010-04-16,FIRST FEDERAL BANK OF NORTH FLORIDA,PALATKA,,,failure,1
23876,2010-04-16,INNOVATIVE BANK,OAKLAND,,,failure,1
34878,2010-04-16,LAKESIDE COMMUNITY BANK,STERLING HEIGHTS,,,failure,1
