fdic_cert_number,rssd_id,bank_name,city,state,active_status,total_assets,charter_type,established_date,last_updated
31968,,ELMWOOD FED. S & L ASSOC.,HARAHAN,,False,,,,2026-07-10
31970,,LA HACIENDA SAVINGS ASSOC.,SAN ANTONIO,,False,,,,2026-07-10
31974,,FORTUNE FINANCIAL FED. S & L ASSOC,COPPERAS COVE,,False,,,,2026-07-10
31979,,LEE SAVINGS ASSOCIATION,GIDDINGS,,False,,,,2026-07-10
31982,,PENINSULA S & LA,SOUTH SAN FRANCISCO,,False,,,,2026-07-10
31984,,PARISH FEDERAL S & L ASSOC.,DENHAM SPRINGS,,False,,,,2026-07-10
31985,,SOUTHLAND SAVINGS ASSOCIATION,LONGVIEW,,False,,,,2026-07-10
31987,,SAN MARINO S&LA,SAN MARINO,,False,,,,2026-07-10
31988,,HERITAGE S&LA,ELK CITY,,False,,,,2026-07-10
31989,,SUMMIT S&LA,PARK CITY,,False,,,,2026-07-10
31990,,LIFE FSB,CLEARWATER,,False,,,,2026-07-10
31991,,GRAND PRAIRIE FS & LA,STUTTGART,,False,,,,2026-07-10
31993,,ENTERPRISE FEDERAL SAVINGS,MARRERO,,False,,,,2026-07-10
31996,,INGLEWOOD FS&LA,INGLEWOOD,,False,,,,2026-07-10
31997,,SUN STATE SAVINGS & LOAN,PHOENIX,,False,,,,2026-07-10
32001,,SOUTHSIDE FED. S & L ASSOC.,AUSTIN,,False,,,,2026-07-10
32003,,UVALDE FS & LA,UVALDE,,False,,,,2026-07-10
32005,,PEOPLES S&LA,LA GRANDE,,False,,,,2026-07-10
32006,,AMERICAN DIVERSIFIED SAVINGS BANK,COSTA MESA,,False,,,,2026-07-10
32008,,BLUEBONNET SA OF TEXAS,HEMPSTEAD,,False,,,,2026-07-10
32011,,BRICKELLBANC SAVINGS ASSOC.,MIAMI,,False,,,,2026-07-10
32014,,VILLAGE SAVINGS FSB,HOUSTON,,False,,,,2026-07-10
32015,,COMMUNITY FS&LA,BATON ROUGE,,False,,,,2026-07-10
32016,,"SUNRISE, S&LA",LAKE WORTH,,False,,,,2026-07-10
32019,,FOUNTAINBLEAU FEDERAL,SLIDELL,,False,,,,2026-07-10
32020,,SUN COUNTRY SB OF NEW MEXICO,ALBUQUERQUE,,False,,,,2026-07-10
32022,,LYNNWOOD S&LA,LYNNWOOD,,False,,,,2026-07-10
32023,,HEARTLAND S & LA,LA MESA,,False,,,,2026-07-10
32024,,CARVER S&LA,ESCONDIDO,,False,,,,2026-07-10
32028,,FUTURE S&LA,ALBANY,,False,,,,2026-07-10
32029,,NORTHLAKE S&LA,COVINGTON,,False,,,,2026-07-10
32030,,GENERAL FEDERAL SAVINGS BANK,CORAL GABLES,,False,,,,2026-07-10
32032,,FARMERS SAVINGS BANK,DAVIS,,False,,,,2026-07-10
32034,,UNIVERSAL S&LA,SCOTTSDALE,,False,,,,2026-07-10
32035,,LINCOLN S & LA,MIAMI,,False,,,,2026-07-10
32037,,"HOME SB, FSB",SALT LAKE CITY,,False,,,,2026-07-10
32041,,RIVER CITY FEDERAL SAVINGS,BATON ROUGE,,False,,,,2026-07-10
32042,,INDEPENDENCE S&LA,GONZALES,,False,,,,2026-07-10
32044,,SUN S&LA,SAN DIEGO,,False,,,,2026-07-10
32045,,ARROWHEAD PACIFIC FEDERAL SAVINGS,SAN BERNARDINO,,False,,,,2026-07-10
32046,,ROCKY MOUNTAIN S & L ASSOC.,WOODLAND PARK,,False,,,,2026-07-10
32048,,MERIDIAN SAVING ASSOCIATION,ARLINGTON,,False,,,,2026-07-10
32050,,SOUTH FLORIDA SAVINGS BANK,DAVIE,,False,,,,2026-07-10
32054,,SECURITY SAVINGS & LOAN,WATERBURY,,False,,,,2026-07-10
32055,,MONTANA S&LA,KALISPELL,,False,,,,2026-07-10
32056,,AMERICAN PIONEER SAVINGS BANK,ORLANDO,,False,,,,2026-07-10
32058,,MT. WHITNEY S&LA,EXETER,,False,,,,2026-07-10
32059,,GATEWAY FEDERAL SAVINGS BANK,OAKLAND,,False,,,,2026-07-10
32062,,ALLIANCE S&LA (HOUSTON),AUSTIN,,False,,,,2026-07-10
32063,,FAMILY FS & LA,SHREVEPORT,,False,,,,2026-07-10
32064,,INTERNATIONAL FS & LA,N. MIAMI BEACH,,False,,,,2026-07-10
32067,,PEOPLES S&LA,HONOLULU,,False,,,,2026-07-10
32068,,COMMERCIAL S & LA ASSOC.,HAMMOND,,False,,,,2026-07-10
32069,,FIRST BANK OF BEVERLY HILLS,CALABASAS,CA,False,1260354,,,2026-07-10
32070,,"FIRST AMERICAN SAVINGS BANK, FSB",SANTA FE,,False,,,,2026-07-10
32072,,ULTIMATE SAVINGS BANK,RICHMOND,,False,,,,2026-07-10
32074,,RANCHERS SAVINGS ASSOCIATION,JOHNSON CITY,,False,,,,2026-07-10
32076,,COMMONWEALTH FEDERAL S & L,FORT LAUDERDALE,,False,,,,2026-07-10
32077,,FIRST OKLAHOMA SAVINGS BANK,TULSA,,False,,,,2026-07-10
32081,,FIRST VENICE S & LA,VENICE,,False,,,,2026-07-10
32083,,ALLIANCE FS&LA,KENNER,,False,,,,2026-07-10
32084,732178,Grand Savings Bank,Grove,OK,True,1029895,0,1981-04-10,2026-07-10
32087,,WASHINGTON S & L ASSOC.,STOCKTON,,False,,,,2026-07-10
32089,,PALO DURO FS & LA,AMARILLO,,False,,,,2026-07-10
32090,,OAKTREE FEDERAL SAVINGS,NEW ORLEANS,,False,,,,2026-07-10
32091,,FIRST CITY FEDERAL S & L,BATON ROUGE,,False,,,,2026-07-10
32094,,HUNTINGTON FS & LA,HUNTINGTON BEACH,,False,,,,2026-07-10
32095,,"COUNTY BANK, FSB",SANTA BARBARA,,False,,,,2026-07-10
32097,,PACIFIC COAST S & LA,SAN FRANCISCO,,False,,,,2026-07-10
32098,,CRESCENT SAVINGS BANK,NEW ORLEANS,,False,,,,2026-07-10
32100,,GUARANTY FSA,WARNER ROBINS,,False,,,,2026-07-10
32101,,WESTERN EMPIRE FS & LA,YORBA LINDA,,False,,,,2026-07-10
32102,,DORAL BANK,SAN JUAN,PR,False,5898515,,,2026-07-10
32103,,ATLAS S&LA,SAN FRANCISCO,,False,,,,2026-07-10
32105,,FIRST SECURITY  S&LA,GRAND JUNCTION,,False,,,,2026-07-10
32108,,TROPICAL FS&LA,MIAMI,,False,,,,2026-07-10
32109,,CYPRUS SA,PLANTATION,,False,,,,2026-07-10
32114,,UNITY FS & LA,BEVERLY HILLS,,False,,,,2026-07-10
32116,,CAPROCK FEDERAL SAVINGS & LOAN,LUBBOCK,,False,,,,2026-07-10
32117,,CITY SAVINGS ASSOC.,LEAGUE CITY,,False,,,,2026-07-10
32118,,TERRITORY S&LA,SEMINOLE,,False,,,,2026-07-10
32121,,STANFORD S&LA,PALO ALTO,,False,,,,2026-07-10
32122,,DEPOSIT TRUST FEDERAL SAVINGS,MONROE,,False,,,,2026-07-10
32123,,METROPOLITAN FS&LA,HIALEAH,,False,,,,2026-07-10
32124,,SKYLINE SAVINGS ASSOCIATION,DALLAS,,False,,,,2026-07-10
32125,,EASTERN WASHINGTON S&LA,WENATCHEE,,False,,,,2026-07-10
32126,,BURLESON COUNTY SAVINGS ASSOC.,CALDWELL,,False,,,,2026-07-10
32128,,PETROPLEX SAVINGS ASSOCIATION,MIDLAND,,False,,,,2026-07-10
32129,,SPINDLETOP SA,BEAUMONT,,False,,,,2026-07-10
32130,,FRONTIER S&LA,FAIRBANKS,,False,,,,2026-07-10
32131,,EVANGELINE FEDERAL SAVINGS & LOAN,LAFAYETTE,,False,,,,2026-07-10
32132,,ROYAL OAK S & L ASSOC.,MANTECA,,False,,,,2026-07-10
32133,,BROOKSIDE FEDERAL S & L,LOS ANGELES,,False,,,,2026-07-10
32134,,MALIBU SB,COSTA MESA,,False,,,,2026-07-10
32136,,AMADOR VALLEY S & L,PLEASANTON,,False,,,,2026-07-10
32138,,LIBERTY S&LA,NEW PORT RICHEY,,False,,,,2026-07-10
32142,,THE GUARDIAN FED. S & L ASSOC.,BAKERSFIELD,,False,,,,2026-07-10
32143,,DELTA FSB,WESTMINSTER,,False,,,,2026-07-10
32145,,ARKANSAS FSB,LITTLE ROCK,,False,,,,2026-07-10
32146,,CABRILLO FEDERAL SAVINGS BANK,SAN JOSE,,False,,,,2026-07-10
32147,,BLOOMFIELD S&LA,BIRMINGHAM,,False,,,,2026-07-10
32149,,GREAT WEST S&LA,LAS VEGAS,,False,,,,2026-07-10
32152,,AMERICAN HOME S & L,EDMOND,,False,,,,2026-07-10
32154,,CROSS ROADS S & LA,CHECOTAH,,False,,,,2026-07-10
32155,,FINANCIAL SECURITY S&LA,DELRAY BEACH,,False,,,,2026-07-10
32156,,BAYOU FS&LA,NEW ORLEANS,,False,,,,2026-07-10
32157,,UNIFIED SAVINGS BANK,NORTHRIDGE,,False,,,,2026-07-10
32158,,STERLING SAVINGS BANK,SPOKANE,WA,,10214194,,,2026-07-10
32159,,SIGNAL S&LA,SIGNAL HILL,,False,,,,2026-07-10
32160,,ROYAL PALM SAVINGS BANK,WEST PALM BEACH,,False,,,,2026-07-10
32162,,SARATOGA S & L ASSOCIATION,SAN JOSE,,False,,,,2026-07-10
32163,,SOUTH BAY S&LA,GARDENS,,False,,,,2026-07-10
32165,,LOS PADRES BANK,SOLVANG,CA,False,1055803,,,2026-07-10
32167,,PEOPLES FIRST COMMUNITY BANK,PANAMA CITY,FL,False,1795420,,,2026-07-10
32168,,WINDSOR SAVINGS ASSOC.,AUSTIN,,False,,,,2026-07-10
32171,,WESTERN COMMUNITY S&L,EL CERRITO,,False,,,,2026-07-10
32172,,PACIFIC PREMIER BANK NA,IRVINE,CA,,17783977,,,2026-07-10
32175,,CITIZENS SECURITY BANK,BORGER,,False,,,,2026-07-10
32176,,NORTH AMERICA  S&LA,SANTA ANNA,,False,,,,2026-07-10
32177,,RANCHO BERNARDO FED. SAV. BANK,SAN DIEGO,,False,,,,2026-07-10
32178,,LUTHER BURBANK SAVINGS,SANTA ROSA,CA,,8229363,,,2026-07-10
32179,,GUARDIAN FSA,HUNTINGTON BEACH,,False,,,,2026-07-10
32181,,"ENSIGN BANK, FSB",NEW YORK,,False,,,,2026-07-10
32183,,PERPETUAL SB,LOS ANGELES,,False,,,,2026-07-10
32184,,LIBERTY FEDERAL SAVINGS BANK,MONTEBELLO,,False,,,,2026-07-10
32185,,R-G PREMIER BANK OF RQ,HATO REY,PR,False,5681177,,,2026-07-10
32186,,FIRST SOUTH SB,COLUMBIA,,False,,,,2026-07-10
32187,,FIRST NETWORK SAVINGS BANK,LOS ANGELES,,False,,,,2026-07-10
32188,619877,USAA Federal Savings Bank,Phoenix,AZ,True,109670000,707975,1983-12-30,2026-07-10
32189,,LIBERTY FSB,RATON,,False,,,,2026-07-10
32191,,WILSHIRE FS & LA,LOS ANGELES,,False,,,,2026-07-10
32197,,CITY S & L ASSOC.,WESTLAKE VILLAGE,,False,,,,2026-07-10
32199,,CONSOLIDATED SAVINGS BANK,IRVINE,,False,,,,2026-07-10
32202,,"EXECUTIVE SB, FSB",MARINA DEL REY,,False,,,,2026-07-10
32203,,SUMMIT STATE BANK,SANTA ROSA,CA,,1004586,,,2026-07-10
32204,,SOUTHERN FLORIDABANC SA,BOCA RATON,,False,,,,2026-07-10
32205,,MANHATTAN BEACH S&LA,MANHATTAN BEACH,,False,,,,2026-07-10
32207,,GOLDEN PACIFIC S&LA,WINDSOR,,False,,,,2026-07-10
32208,,"CHARTER BANK, A FSB",HATTIESBURG,,False,,,,2026-07-10
32210,,ADVANCED FSB,NORTHRIDGE,,False,,,,2026-07-10
32212,,GIBRALTAR PRIVATE B&T CO,CORAL GABLES,FL,,1607372,,,2026-07-10
32214,,CHARTER SAVINGS & LOAN,STAMFORD,,False,,,,2026-07-10
32215,,INTERCAPITAL S&LA,JACKSONVILLE BEACH,,False,,,,2026-07-10
32218,,"BANK USA, NA",PHOENIX,,False,,,,2026-07-10
32220,,AMBASSADOR FS & LA,TAMARAC,,False,,,,2026-07-10
32223,,FIDELITY FS & LA,AUSTIN,,False,,,,2026-07-10
32224,,DAVY CROCKETT FS & LA,CROCKETT,,False,,,,2026-07-10
32225,,GOLDEN CIRCLE SA,CORSICANA,,False,,,,2026-07-10
32228,,GOLDEN STATE FSB,IRVINE,,False,,,,2026-07-10
32229,,"WESTSIDE BANK, FSB",LOS ANGELES,,False,,,,2026-07-10
32231,,SEABANK FED. SAVINGS BANK,MYRTLE BEACH,,False,,,,2026-07-10
32232,,STERLING BANK&TRUST FSB,SOUTHFIELD,MI,,2298402,,,2026-07-10
32234,,LOUISIANA FEDERAL SAVINGS BANK,KENNER,,False,,,,2026-07-10
32235,,AMERIFIED SAVINGS BANK,LAWRENCEVILLE,,False,,,,2026-07-10
32238,,"THE GUARDIAN BANK, FSB",BOCA RATON,,False,,,,2026-07-10
32239,,CITIZENS & BUILDERS FS,PENSACOLA,,False,,,,2026-07-10
32242,839572,"Liberty Savings Bank, F.S.B.",Wilmington,OH,True,1123388,708039,1984-09-14,2026-07-10
32244,,PALM BEACH FSA,PALM BEACH GARDEN,,False,,,,2026-07-10
32245,961624,"Dollar Bank, Federal Savings Bank",Pittsburgh,PA,True,12480067,708043,1984-09-21,2026-07-10
32247,,BANKUNITED FSB,CORAL GABLES,FL,False,13111463,,,2026-07-10
32249,,FIRST AMERICAN FSB,TUCSON,,False,,,,2026-07-10
32251,,PROGRESS BANK OF FLORIDA,TAMPA,,False,,,,2026-07-10
32252,,"CENTRE SA, FA",ARLINGTON,,False,,,,2026-07-10
32253,,ENTERPRISE FED. FSA,CLEARWATER,,False,,,,2026-07-10
32255,,GOLD COAST SAVINGS BANK,PLANTATION,,False,,,,2026-07-10
32258,,HANSEN FSB,PALM BEACH GARDEN,,False,,,,2026-07-10
32259,,FIDELITY FSB,CORINTH,,False,,,,2026-07-10
32261,,SENTINEL FS & LA,PHOENIX,,False,,,,2026-07-10
32264,,GUARANTY FS&LA,DALLAS,,False,,,,2026-07-10
32266,,ACACIA FEDERAL SAVINGS BANK,FALLS CHURCH,VA,,1019899,,,2026-07-10
32267,,"CENTURY BANK, A FEDERAL SAVINGS BANK",SARASOTA,,False,,,,2026-07-10
32268,,AMERICAN FEDERAL SAVINGS BANK,AUSTIN,,False,,,,2026-07-10
32272,,KEYSTONE S&LA,LAMPASAS,,False,,,,2026-07-10
32273,,BOHEMIAN S&LA,ST. LOUIS,,False,,,,2026-07-10
32274,,TEXAS COMMERCIAL SA,SULPHUR SPRINGS,,False,,,,2026-07-10
32276,,NEW SOUTH FSB,IRONDALE,AL,False,1464127,,,2026-07-10
32278,,BEDFORD SAVINGS ASSOC.,BEDFORD,,False,,,,2026-07-10
32279,,PARK CITIES SAVINGS ASSOCIATION,DALLAS,,False,,,,2026-07-10
32280,,TURNBERRY BANK,AVENTURA,,False,,,,2026-07-10
32281,,FIRST LOUISIANA FEDERAL SAVINGS,LAFAYETTE,,False,,,,2026-07-10
32282,773470,Malaga Bank F.S.B.,Palos Verdes Peninsula,CA,True,1442083,708089,1985-03-08,2026-07-10
32283,,AUSTIN FS & LA,AUSTIN,,False,,,,2026-07-10
32284,,COLUMBIA SAVINGS BANK,CINCINNATI,,False,,,,2026-07-10
32288,,PEOPLES COMMUNITY BANK,WEST CHESTER,,False,,,,2026-07-10
32296,911973,Union Savings Bank,Cincinnati,OH,True,4010571,0,1904-03-01,2026-07-10
32299,,METROPLEX FEDERAL SAVINGS ASSOCIATION,HURST,,False,,,,2026-07-10
32301,,ATLANTIC FINANCIAL FSB,SAN FRANCISCO,,False,,,,2026-07-10
32311,,BAYVIEW FSA,CORPUS CHRISTI,,False,,,,2026-07-10
32314,,SEAPOINTE S&LA,CARLSBAD,,False,,,,2026-07-10
32315,,INVESTORS OF FLORIDA,DEERFIELD BEACH,,False,,,,2026-07-10
32323,,GREAT LIFE FSA,SUNRISE,,False,,,,2026-07-10
32324,,CHEVY CHASE BANK FSB,MCLEAN,VA,,18493587,,,2026-07-10
32325,,MUTUAL OF OMAHA BANK,OMAHA,NE,,8443364,,,2026-07-10
32330,,FIRST AMERICA FSB,LONGMONT,,False,,,,2026-07-10
32332,,BEACH FEDERAL SAVINGS ASSOC.,FOUNTAIN VALLEY,,False,,,,2026-07-10
32339,,"SECOND NATIONAL, FSB",SALISBURY,,False,,,,2026-07-10
32340,,PREFFERED SAVINGS AND LOAN,HIGH POINT,,False,,,,2026-07-10
32342,,FINANCIAL FS & LA,FRESNO,,False,,,,2026-07-10
32344,,SOUTHEASTERN SAVINGS BANK,CHARLOTTE,,False,,,,2026-07-10
32347,,"BLUE RIDGE SAVINGS BANK, INC.",ASHEVILLE,,False,,,,2026-07-10
32360,,EASTERN SAVINGS BANK FSB,HUNT VALLEY,MD,,1008821,,,2026-07-10
32363,538473,"Presidential Bank, FSB",Bethesda,MD,True,1022009,708186,1985-04-15,2026-07-10
32367,,SEVERN SB FSB DBA SEVERN BK,ANNAPOLIS,MD,,1113906,,,2026-07-10
32368,,SLAVIE FEDERAL SAVINGS BANK,BEL AIR,,False,,,,2026-07-10
32371,,FINANCIAL SAVINGS OF HARTFORD FSB,HARTFORD,,False,,,,2026-07-10
32374,,CORNERSTONE BANK FSB,MISSION VIEJO,,False,,,,2026-07-10
32380,,JOHN HANSON FSB,BELTSVILLE,,False,,,,2026-07-10
32383,,VISTA FSA,RESTON,,False,,,,2026-07-10
32388,,POTOMAC FSB,SILVER SPRING,,False,,,,2026-07-10
32389,,REPUBLIC FSB,MATTESON,,False,,,,2026-07-10
32390,,COLUMBIA FSA,NASSAU BAY,,False,,,,2026-07-10
32398,,CORNERSTONE FEDERAL SAVINGS,HOUSTON,,False,,,,2026-07-10
32400,,GOLD RIVER SB,FAIR OAKS,,False,,,,2026-07-10
32403,,CITY SAVINGS & LOAN,SAN ANTONIO,,False,,,,2026-07-10
32405,,GREAT ATLANTIC SAVINGS BANK,MANTEO,,False,,,,2026-07-10
32411,,"MISSISSIPPI SAVINGS BANK, FSB",BATESVILLE,,False,,,,2026-07-10
32412,,SECURITY FS & LA OF ALBUQUERQUE,ALBUQUERQUE,,False,,,,2026-07-10
32423,,LA JOLLA BANK FSB,LA JOLLA,CA,False,3646071,,,2026-07-10
32428,,SIERRA S & L ASSOC.,BEVERLY HILLS,,False,,,,2026-07-10
32438,,CORAL COAST FSB,BOYNTON BEACH,,False,,,,2026-07-10
32444,,NEW ENGLAND FSA,WELLESLEY,,False,,,,2026-07-10
32450,,GIBRALTAR S & L ASSOC.,ANNAPOLIS,,False,,,,2026-07-10
32452,,FIRST NEWPORT FSB,NEWPORT BEACH,,False,,,,2026-07-10
32454,,BAY FSB,WEST PALM BEACH,,False,,,,2026-07-10
32456,,IDEAL FEDERAL SAVINGS BANK,BALTIMORE,,False,,,,2026-07-10
32460,,SOUTHWEST SECURITIES FSB,DALLAS,TX,,1192209,,,2026-07-10
32462,,BEXAR SAVINGS ASSOCIATION,SAN ANTONIO,,False,,,,2026-07-10
32463,,CARDINAL SAVINGS BANK,NEWPORT,,False,,,,2026-07-10
32468,,CITADEL FS & LA,CHARLESTON,,False,,,,2026-07-10
32469,,UNITED COMMERCIAL BANK,SAN FRANCISCO,CA,False,10895336,,,2026-07-10
32471,,HORIZON FED. S & L ASSOC.,METAIRIE,,False,,,,2026-07-10
32475,,AMERICAN INTERSTATE SA,LOS ANGELES,,False,,,,2026-07-10
32479,,EXECUTIVE BANC SA,NEW BRAUNFELS,,False,,,,2026-07-10
32484,,VISTA FSA,CANOGA PARK,,False,,,,2026-07-10
32489,,HOMESTREET BANK,SEATTLE,WA,,7604778,,,2026-07-10
32491,,"OCEANMARK BANK, A FSB",NORTH MIAMI BEACH,,False,,,,2026-07-10
32492,,BEACH FS&LA,BOYNTON BEACH,,False,,,,2026-07-10
32494,,NEW METROPOLITAN FSB,HIALEAH,,False,,,,2026-07-10
32497,,FSA OF THE SOUTHWEST,KILGORE,,False,,,,2026-07-10
32498,,CHARTER BANK,SANTA FE,NM,False,1201922,,,2026-07-10
32503,,PLANTATION FEDERAL BANK,PAWLEYS ISLAND,,False,,,,2026-07-10
32506,,UNIFIED SAVINGS FS & LA,NORTHRIDGE,,False,,,,2026-07-10
32507,,COLORADO SAVINGS BANK,STERLING,,False,,,,2026-07-10
32513,,FIRST SAVINGS OF AMERICA FS & LA,ORLAND PARK,,False,,,,2026-07-10
32514,,SOVEREIGN SB,PALM HARBOR,,False,,,,2026-07-10
32515,,LIBERTY SAVINGS BANK FSB,RANDALLSTOWN,,False,,,,2026-07-10
32523,,CORAL S & LA,CORAL SPRINGS,,False,,,,2026-07-10
32526,54973,"American Savings Bank, National Association",Honolulu,HI,True,9042709,708384,1987-01-23,2026-07-10
32528,,PERPETUAL SAVINGS ASSOCIATION,SANTA ANA,,False,,,,2026-07-10
32535,,SOUTHERN FLORIDABANC FEDERAL,BOCA RATON,,False,,,,2026-07-10
32536,,STERLING BANK,LANTANA,,False,,,,2026-07-10
32537,,COLONIAL FSB,CRANSTON,,False,,,,2026-07-10
32540,,LIBERTY FEDERAL SAVINGS,NEW PORT RICHEY,,False,,,,2026-07-10
32541,694904,"Flagstar Bank, National Association",Hicksville,NY,True,87128815,25282,1987-05-20,2026-07-10
32543,,COBB FSA,MARIETTA,,False,,,,2026-07-10
32544,,SECURITY SAVINGS ASSOCIATION,TEXARKANA,,False,,,,2026-07-10
32549,,FREEDOM S & LA,TAMPA,,False,,,,2026-07-10
32551,264772,"Happen Bank, National Association",Lehi,UT,True,11845708,25228,1987-08-26,2026-07-10
32552,,"FRENCH MARKET HOMESTEAD, FSA",METAIRIE,,False,,,,2026-07-10
32553,,FIRST SAVINGS OF LOUISIANA,LA PLACE,,False,,,,2026-07-10
32554,,ACADIA SAVINGS & LOAN,CROWLEY,,False,,,,2026-07-10
32557,,PHENIX FED. S & L ASSOC.,PHENIX CITY,,False,,,,2026-07-10
32560,,FIRST CALIFORNIA SAVINGS,ORANGE,,False,,,,2026-07-10
32561,,TOPEKA SAVINGS,TOPEKA,,False,,,,2026-07-10
32563,,"REPUBLIC SB, FSB",ROCKVILLE,,False,,,,2026-07-10
32564,,MONTFORT SAVINGS ASSOCIATION,DALLAS,,False,,,,2026-07-10
32566,,SURETY FS & LA,MORGANTON,,False,,,,2026-07-10
32571,,WOODLANDS BANK,BLUFFTON,,False,,,,2026-07-10
32574,1176881,Monet Bank,Plano,TX,True,3168602,0,1988-03-10,2026-07-10
32575,,NETBANK,ALPHARETTA,,False,,,,2026-07-10
32576,,GREAT WEST FEDERAL SAVINGS BANK,CRAIG,,False,,,,2026-07-10
32578,,"STATESMAN BANK FOR SAVINGS, FSB",DES MOINES,,False,,,,2026-07-10
32582,,"FIRST ARIZONA SAVINGS, A FSB",SCOTTSDALE,,False,,,,2026-07-10
32583,,GREATER ATLANTIC BANK,RESTON,,False,,,,2026-07-10
32585,,UNIVERSAL SAVINGS & LOAN,SCOTTSDALE,,False,,,,2026-07-10
32588,,HAVEN FS & LA,WINTER HAVEN,,False,,,,2026-07-10
32590,,FIRST SB OF HEMPSTEAD,HEMPSTEAD,,False,,,,2026-07-10
32592,,MERABANK TEXAS,EL PASO,,False,,,,2026-07-10
32596,,CIMARRON FEDERAL SAVINGS,MUSKOGEE,,False,,,,2026-07-10
32598,,SUNBELT SAVINGS,IRVING,,False,,,,2026-07-10
32603,,CHISHOLM FS & LA,KINGFISHER,,False,,,,2026-07-10
32605,,RED RIVER FS & LA,LAWTON,,False,,,,2026-07-10
32612,99376,"NATIONAL COOPERATIVE BANK, N.A.",Hillsboro,OH,True,4147953,25093,1988-09-16,2026-07-10
32615,,CITIZENS FSA,JACKSONVILLE,,False,,,,2026-07-10
32616,,"CONTINENTAL SAVINGS, A FS & LA",BELLAIRE,,False,,,,2026-07-10
32618,,GUARANTY BANK,AUSTIN,TX,False,13464352,,,2026-07-10
32621,,MOUNTAINWEST S & L ASSOC.,OGDEN,,False,,,,2026-07-10
32629,67656,First Savings Bank,Beresford,SD,True,1588238,708547,1989-01-01,2026-07-10
32630,,FINANCIAL SECURITY S & L ASSOC.,DELRAY BEACH,,False,,,,2026-07-10
32633,,WASHINGTON MUTUAL BANK,HENDERSON,NV,False,307021614,,,2026-07-10
32639,,FEDERAL SA OF VIRGINIA,FALLS CHURCH,,False,,,,2026-07-10
32646,,"SUPERIOR BANK, FSB",HINSDALE,,False,,,,2026-07-10
32647,1387605,Northwest Bank,Spencer,IA,True,2965709,0,1988-12-30,2026-07-10
32711,,FIRST CHEROKEE STATE BANK,WOODSTOCK,,False,,,,2026-07-10
32712,,FIFTH THIRD BANK NA,NASHVILLE,TN,,6861013,,,2026-07-10
32718,1414819,Helm Bank USA,Miami,FL,True,1163513,0,1989-12-08,2026-07-10
32728,,"NEW ATLANTIC BANK, NA",NORFOLK,,False,,,,2026-07-10
32731,,CROWN NATIONAL BANK,CHARLOTTE,,False,,,,2026-07-10
32737,,DRUMMOND COMMUNITY BANK,CHIEFLAND,FL,,1020206,,,2026-07-10
32742,,FIRST EXCHANGE BANK NORTH ST. LOUIS,FLORISSANT,,False,,,,2026-07-10
32749,,NEW YORK COMMERCIAL BANK,WESTBURY,NY,,3452289,,,2026-07-10
32762,,THEODORE ROOSEVELT NATIONAL BANK,WASHINGTON,,False,,,,2026-07-10
32773,128904,Eastern Bank,Boston,MA,True,30620358,0,1989-10-19,2026-07-10
32779,1436204,Bank of Marin,Novato,CA,True,3913468,0,1990-01-23,2026-07-10
32912,1445943,Whitaker Bank,Lexington,KY,True,1931310,0,1990-04-19,2026-07-10
32941,1447639,WestStar Bank,El Paso,TX,True,3174990,0,1990-05-01,2026-07-10
32955,,WASHINGTON FIRST INTERNATIONAL BANK,SEATTLE,,False,,,,2026-07-10
32957,,PRUDENTIAL BANK&TRUST FSB,HARTFORD,CT,,1992999,,,2026-07-10
32961,,BLACKROCK INSTL TR CO NA,SAN FRANCISCO,CA,,4520258,,,2026-07-10
32964,,BANK MIDWEST NATIONAL ASSN,KANSAS CITY,MO,,3943905,,,2026-07-10
32974,1458608,Gulf Coast Bank and Trust Company,New Orleans,LA,True,3714223,0,1990-06-08,2026-07-10
32975,,PREMIERWEST BANK,MEDFORD,OR,,1114104,,,2026-07-10
32992,1456501,"Morgan Stanley Bank, National Association",Salt Lake City,UT,True,391305000,24908,1990-05-25,2026-07-10
33005,1459717,FCB Banks,Collinsville,IL,True,2607581,0,1990-07-09,2026-07-10
33022,,BANK OF KENTUCKY INC,CRESTVIEW HILLS,KY,,1900712,,,2026-07-10
33025,,1ST CENTENNIAL BANK,REDLANDS,,False,,,,2026-07-10
33029,,WHITNEY BANK,NEW ORLEANS,LA,,13016484,,,2026-07-10
33111,1718469,Colorado Federal Savings Bank,Greenwood Village,CO,True,2577832,708876,1990-06-29,2026-07-10
33119,1469677,"Heritage Bank, Inc.",Burlington,KY,True,2004124,0,1990-09-04,2026-07-10
33124,2182786,Goldman Sachs Bank USA,New York,NY,True,751776000,0,1990-08-30,2026-07-10
33134,,MICHIGAN COMMERCE BANK,ANN ARBOR,MI,,1014903,,,2026-07-10
33141,,SKYLANDS COMMUNITY BANK,CHESTER,NJ,,1354653,,,2026-07-10
33143,,COUNTRYWIDE BANK FSB,CENTENNIAL,CO,False,117031033,,,2026-07-10
33184,,RBC BANK USA,RALEIGH,NC,,27169497,,,2026-07-10
33186,,LIFE FSB,BATON ROUGE,,False,,,,2026-07-10
33188,1494914,Shinhan Bank America,New York,NY,True,1972804,0,1990-10-18,2026-07-10
33190,,LOS ANGELES THRIFT AND LOAN COMPANY,LOS ANGELES,,False,,,,2026-07-10
33216,1718188,Northrim Bank,Anchorage,AK,True,3336853,0,1990-12-04,2026-07-10
