fdic_cert_number,rssd_id,bank_name,city,state,active_status,total_assets,charter_type,established_date,last_updated
14,35301,State Street Bank and Trust Company,Boston,MA,True,386546000,0,1792-01-01,2026-07-10
35,749635,AuburnBank,Auburn,AL,True,1026359,0,1907-01-03,2026-07-10
40,,EAST GADSDEN BANK,GADSDEN,,False,,,,2026-07-10
55,,THE COMMERCIAL BANK,ANDALUSIA,,False,,,,2026-07-10
58,994435,United Bank,Atmore,AL,True,1452054,0,1904-01-04,2026-07-10
76,,THE PEOPLES BANK,COLLINSVILLE,,False,,,,2026-07-10
88,329345,Generations Bank,Rogers,AR,True,1072055,0,1907-10-08,2026-07-10
89,3350724,Signature Bank of Arkansas,Fayetteville,AR,True,1628308,0,1933-08-18,2026-07-10
91,,ALLIED BANK,MULBERRY,,False,,,,2026-07-10
110,107244,Bank OZK,Little Rock,AR,True,41663976,0,1903-03-03,2026-07-10
131,34537,Seacoast National Bank,Stuart,FL,True,21134120,14838,1933-01-01,2026-07-10
143,,CARIBANK,DANIA,,False,,,,2026-07-10
151,,HABERSHAM BANK,CLARKESVILLE,,False,,,,2026-07-10
172,37435,United Bank,Zebulon,GA,True,2216638,0,1905-01-31,2026-07-10
182,,THE PEOPLES BANK,WINDER,,False,,,,2026-07-10
193,,HERITAGE BANK,HINESVILLE,GA,,1004001,,,2026-07-10
228,735441,American State Bank,Sioux Center,IA,True,1458577,0,1913-09-01,2026-07-10
233,,OAKLAND SAVINGS BANK,OAKLAND,,False,,,,2026-07-10
253,674849,Luana Savings Bank,Luana,IA,True,2198462,0,1908-08-01,2026-07-10
257,,COMMERCIAL STATE BANK,POCAHONTAS,,False,,,,2026-07-10
258,317342,Stock Yards Bank & Trust Company,Louisville,KY,True,9457499,0,1904-06-01,2026-07-10
287,698144,Community Financial Services Bank,Benton,KY,True,1370973,0,1890-01-01,2026-07-10
292,266945,The Monticello Banking Company,Monticello,KY,True,1094102,0,1895-01-01,2026-07-10
317,,BANK OF OAK GROVE,OAK GROVE,,False,,,,2026-07-10
338,,BANK OF FALKNER,FALKNER,,False,,,,2026-07-10
354,,FIRST SECURITY BANK OF GLENDIVE,GLENDIVE,,False,,,,2026-07-10
384,498317,The Ohio Valley Bank Company,Gallipolis,OH,True,1663062,0,1872-01-01,2026-07-10
401,,THE FIRST STATE BANK,WILLOW,,False,,,,2026-07-10
411,,UNITED OKLAHOMA BANK,OKLAHOMA CITY,,False,,,,2026-07-10
415,,FIRST STATE BANK,FOSS,,False,,,,2026-07-10
416,,FIRST CAPITAL BANK,KINGFISHER,,False,,,,2026-07-10
425,,THE CITIZENS BANK,DRUMRIGHT,,False,,,,2026-07-10
431,,THE BANK OF RED OAK,RED OAK,,False,,,,2026-07-10
433,,SECURITY STATE BANK,ROOSEVELT,,False,,,,2026-07-10
497,,MARSHALL COUNTY BANK,BRITTON,,False,,,,2026-07-10
506,,FIRST STATE BANK OF SISSETON,SISSETON,,False,,,,2026-07-10
513,,SUMMIT BANK,BURLINGTON,,False,,,,2026-07-10
520,,JACKSON STATE BANK,JACKSON,WY,,1476523,,,2026-07-10
525,,SARATOGA STATE BANK,SARATOGA,,False,,,,2026-07-10
588,501105,Manufacturers and Traders Trust Company,Buffalo,NY,True,214201000,0,1856-01-01,2026-07-10
597,884303,Chemung Canal Trust Company,Elmira,NY,True,2748374,0,1833-10-22,2026-07-10
609,433608,Tompkins Community Bank,Ithaca,NY,True,8696575,0,1934-01-01,2026-07-10
622,661308,Amalgamated Bank,New York,NY,True,9168378,0,1923-04-14,2026-07-10
623,214807,Deutsche Bank Trust Company Americas,New York,NY,True,39745000,0,1903-03-30,2026-07-10
628,852218,"JPMorgan Chase Bank, National Association",Columbus,OH,True,4016571000,8,1824-01-01,2026-07-10
638,,AMERICAN BANK & TRUST COMPANY,NEW YORK,,False,,,,2026-07-10
639,541101,The Bank of New York Mellon,New York,NY,True,467349000,0,1851-01-01,2026-07-10
659,601416,Five Star Bank,Rochester,NY,True,6255437,0,1881-12-26,2026-07-10
660,645317,The Adirondack Trust Company,Saratoga Springs,NY,True,1763293,0,1901-01-01,2026-07-10
664,,BANK OF SMITHTOWN,SMITHTOWN,NY,,2276313,,,2026-07-10
679,,PNC BANK DELAWARE,WILMINGTON,DE,,3169706,,,2026-07-10
680,,WILMINGTON TRUST CO,WILMINGTON,DE,,1150601,,,2026-07-10
686,881012,Journey Bank,Bloomsburg,PA,True,1714230,0,1926-02-01,2026-07-10
698,59316,Wayne Bank,Honesdale,PA,True,2915509,0,1871-01-01,2026-07-10
713,342410,Orrstown Bank,Harrisburg,PA,True,5576514,0,1919-05-01,2026-07-10
719,,"FIRST PENNSYLVANIA BK, N.A.",PHILADELPHIA,,False,,,,2026-07-10
734,,KENTUCKY BANK,PARIS,KY,,1270926,,,2026-07-10
803,645625,"WesBanco Bank, Inc.",Wheeling,WV,True,27420438,0,1870-01-20,2026-07-10
843,,THE TUCKER COUNTY BANK,PARSONS,,False,,,,2026-07-10
856,,WATKINS BANKING COMPANY,FAUNSDALE,,False,,,,2026-07-10
867,,SUNTRUST BANK,ATLANTA,GA,,221424201,,,2026-07-10
873,,SYNOVUS BANK,COLUMBUS,GA,,61204265,,,2026-07-10
878,,BRAND BANKING CO,LAWRENCEVILLE,GA,,2242881,,,2026-07-10
895,,GREENBANK,GREENEVILLE,TN,,2290864,,,2026-07-10
903,397531,Amalgamated Bank of Chicago,Chicago,IL,True,1276984,0,1922-06-30,2026-07-10
913,210434,The Northern Trust Company,Chicago,IL,True,173842608,0,1889-01-01,2026-07-10
916,,NATIONAL REPUBLIC BK CHICAGO,CHICAGO,IL,False,1035257,,,2026-07-10
917,,STATE BANK OF CLEARING,CHICAGO,,False,,,,2026-07-10
949,,COMMERCIAL STATE BANK,AFTON,,False,,,,2026-07-10
953,811046,Bankers Trust Company,Des Moines,IA,True,7469647,0,1917-06-01,2026-07-10
958,738040,United Bank of Iowa,Ida Grove,IA,True,2533545,0,1932-02-04,2026-07-10
983,,COMERICA BANK,DALLAS,TX,,80052000,,,2026-07-10
986,,CITIZENS BANK,FLINT,MI,,9309422,,,2026-07-10
993,,FIFTH THIRD BANK,GRAND RAPIDS,MI,,50893622,,,2026-07-10
1003,,CHEMICAL BANK,DETROIT,MI,,22460247,,,2026-07-10
1005,74140,Isabella Bank,Mount Pleasant,MI,True,2203614,0,1903-07-01,2026-07-10
1006,,CITIZENS STATE BANK,NEW BALTIMORE,,False,,,,2026-07-10
1014,324340,ChoiceOne Bank,Sparta,MI,True,4391138,0,1898-01-01,2026-07-10
1020,,M&I MARSHALL&ILSLEY BANK,MILWAUKEE,WI,,44975270,,,2026-07-10
1027,33147,Fm Bank And Trust,Blytheville,AR,True,1303870,0,1908-03-16,2026-07-10
1039,,BANK OF EDWARDSVILLE,EDWARDSVILLE,IL,,1943295,,,2026-07-10
1040,773247,Midland States Bank,Effingham,IL,True,6539611,0,1881-01-01,2026-07-10
1056,,GLASGOW SAVINGS BANK,GLASGOW,,False,,,,2026-07-10
1058,657459,Midwest BankCentre,Lemay,MO,True,3034068,0,1906-03-01,2026-07-10
1060,671558,Wood & Huston Bank,Marshall,MO,True,1217421,0,1874-02-12,2026-07-10
1068,177751,Cass Commercial Bank,Des Peres,MO,True,1328042,0,1906-01-01,2026-07-10
1081,,SOUTHWEST BANK AN M&I BANK,SAINT LOUIS,MO,,5374091,,,2026-07-10
1105,659855,First Interstate Bank,Billings,MT,True,26361352,0,1916-10-09,2026-07-10
1108,,CLARKS FORK NATIONAL BANK,FROMBERG,,False,,,,2026-07-10
1117,275358,American Bank & Trust,Sioux Falls,SD,True,2242998,0,1892-01-01,2026-07-10
1143,,BANK OF BLUE VALLEY,OVERLAND PARK,KS,,1433092,,,2026-07-10
1148,,THE SEDAN STATE BANK,SEDAN,,False,,,,2026-07-10
1177,,BROWNFIELD STATE BK & TR CO.,BROWNFIELD,,False,,,,2026-07-10
1178,,FIRST BANK & TRUST,BRYAN,,False,,,,2026-07-10
1181,,FIRST REPUBLICBANK-CLIFTON,CLIFTON,,False,,,,2026-07-10
1186,,EDEN STATE BANK,EDEN,,False,,,,2026-07-10
1187,,FIRST CONSOLIDATED BANK - FERRIS,FERRIS,,False,,,,2026-07-10
1188,,FIRST REPUBLICBANK-FORNEY,FORNEY,,False,,,,2026-07-10
1191,,"MBANK GREENVILLE, NATIONAL ASSOC",GREENVILLE,,False,,,,2026-07-10
1193,,THE HUNTSVILLE NATIONAL BANK,HUNTSVILLE,,False,,,,2026-07-10
1204,,FARMERS STATE BANK OF MADISONVILLLE,MADISONVILLE,,False,,,,2026-07-10
1208,,GUARANTY BANK&TRUST N A,MOUNT PLEASANT,TX,,3108145,,,2026-07-10
1209,885869,"Commercial Bank of Texas, National Association",Nacogdoches,TX,True,1707118,14371,1901-10-14,2026-07-10
1210,,VISTA BANK,DALLAS,TX,,2541208,,,2026-07-10
1211,,"FIRST CITY, TEXAS - RICHARDSON",RICHARDSON,,False,,,,2026-07-10
1213,2891622,"Cornerstone Capital Bank, SSB",Houston,TX,True,3798501,0,1906-12-06,2026-07-10
1215,,"FARMERS STATE BANK OF SHIRO, TEXAS",SHIRO,,False,,,,2026-07-10
1220,,SECURITY BANK & TRUST COMPANY,WHARTON,,False,,,,2026-07-10
1225,871769,Farmers and Merchants Bank of Long Beach,Long Beach,CA,True,11856598,0,1907-11-20,2026-07-10
1249,,BANK OF EPHRAIM,EPHRAIM,,False,,,,2026-07-10
1252,,BARNES BANKING COMPANY,KAYSVILLE,,False,,,,2026-07-10
1259,,TRACY-COLLINS BANK & TRUST COMPANY,SALT LAKE CITY,,False,,,,2026-07-10
1265,574976,Cashmere Valley Bank,Cashmere,WA,True,2300997,0,1932-09-24,2026-07-10
1281,58971,Washington Trust Bank,Spokane,WA,True,10700024,0,1902-11-03,2026-07-10
1291,12946,Farmers Bank & Trust Company,Magnolia,AR,True,3143422,0,1906-01-01,2026-07-10
1299,592448,Evolve Bank & Trust,West Memphis,AR,True,1208364,0,1925-06-05,2026-07-10
1331,808260,Farmers & Merchants Bank of Central California,Lodi,CA,True,5836466,0,1916-05-24,2026-07-10
1361,,HEARTLAND BANK,LEAWOOD,,False,,,,2026-07-10
1365,153353,Peoples Bank and Trust Company,Mcpherson,KS,True,1599701,0,1898-11-01,2026-07-10
1368,,THE MISSION STATE BK & TR CO.,MISSION,,False,,,,2026-07-10
1373,684455,BOM Bank,Natchitoches,LA,True,1522511,0,1903-10-05,2026-07-10
1399,751656,Frandsen Bank & Trust,Lonsdale,MN,True,3688224,0,1901-08-01,2026-07-10
1402,279954,Citizens Alliance Bank,Clara City,MN,True,1453104,0,1902-07-02,2026-07-10
1405,,FARMERS & MERCHANTS ST BK OF LAMBERTON,LAMBERTON,,False,,,,2026-07-10
1407,,LAKELAND STATE BANK,PEQUOT LAKES,,False,,,,2026-07-10
1414,,KLEINBANK,CHASKA,MN,,1959321,,,2026-07-10
1428,,THE HOME BANK,SAVANNAH,,False,,,,2026-07-10
1433,,SECURITY STATE BANK,BROKEN BOW,,False,,,,2026-07-10
1435,492650,Exchange Bank,Kearney,NE,True,1559458,0,1917-04-09,2026-07-10
1472,,CITIZENS BK OF MONROE COUNTY,TELICO PLAINS,,False,,,,2026-07-10
1473,,CITY & COUNTY BK OF ROANE CTY,KINGSTON,,False,,,,2026-07-10
1479,,FIRST STATE BANK,UNION CITY,TN,,1900083,,,2026-07-10
1483,,SMITH COUNTY BANK,CARTHAGE,,False,,,,2026-07-10
1487,150035,First Farmers and Merchants Bank,Columbia,TN,True,1794226,0,1909-01-01,2026-07-10
1497,839068,Security State Bank,Pearsall,TX,True,1131558,0,1925-01-01,2026-07-10
1500,,FIRST INDEPENDENT BANK,VANCOUVER,WA,,1003111,,,2026-07-10
1520,,FIRST SECURITY BANK,BOZEMAN,MT,,1024287,,,2026-07-10
1528,852544,Southern Bancorp Bank,Arkadelphia,AR,True,2810125,0,1884-03-01,2026-07-10
1536,479268,Bank of Stockton,Stockton,CA,True,4834846,0,1867-08-12,2026-07-10
1545,820048,"First National Bank, Ames, Iowa",Ames,IA,True,1092193,10408,1903-05-22,2026-07-10
1552,830542,CBI Bank & Trust,Muscatine,IA,True,1657965,0,1933-06-13,2026-07-10
1597,,FIRSTBANK,MT. PLEASANT,MI,,1247618,,,2026-07-10
1602,,SWIFT COUNTY BANK,BENSON,,False,,,,2026-07-10
1617,330855,The Bank of Missouri,Perryville,MO,True,4236274,0,1891-11-07,2026-07-10
1620,,FIRST STOCK YARDS BANK,ST. JOSEPH,,False,,,,2026-07-10
1643,,PROVIDENCE BANK,COLUMBIA,MO,,1043348,,,2026-07-10
1673,526452,1st Financial Bank USA,Dakota Dunes,SD,True,1333008,0,1910-01-01,2026-07-10
1678,593052,Plains Commerce Bank,Sioux Falls,SD,True,1346131,0,1931-07-16,2026-07-10
1690,,THE FARMERS BANK OF LYNCHBURG,LYNCHBURG,,False,,,,2026-07-10
1711,63733,Wellworth Bank,Lafayette,TN,True,1776310,0,1909-07-01,2026-07-10
1717,,"FIRST REPUBLICBANK-TEMPLE, N.A.",TEMPLE,,False,,,,2026-07-10
1722,,"FIRST CITY, TEXAS - DALLAS, NA",DALLAS,,False,,,,2026-07-10
1723,,HILDALGO COUNTY BANK,MERCEDES,,False,,,,2026-07-10
1726,,WILCOX COUNTY BANK,CAMDEN,,False,,,,2026-07-10
1731,,BANK OF HACKLEBURG,HACKLEBURG,,False,,,,2026-07-10
1733,,FIRST BANK OF MACON COUNTY,NOTASULGA,,False,,,,2026-07-10
1758,,FIRST SECURITY BANK OF NORTH ARKANSAS,HORSESHOE,,False,,,,2026-07-10
1768,936462,Mechanics Bank,Walnut Creek,CA,True,21403986,0,1905-01-01,2026-07-10
1769,,COLORADO STATE B&T N A,DENVER,CO,,1378228,,,2026-07-10
1802,,FAYETTE COUNTY BANK,SAINT ELMO,,False,,,,2026-07-10
1810,,THE INA STATE BANK,INA,,False,,,,2026-07-10
1874,246657,Bank of Labor,Overland Park,KS,True,1099845,0,1924-09-02,2026-07-10
1876,,BEREA BANK AND TRUST COMPANY,BEREA,,False,,,,2026-07-10
1909,,MAINSTREET BANK,FOREST LAKE,,False,,,,2026-07-10
1917,,STATE BANK OF FROST,FROST,,False,,,,2026-07-10
1930,,STATE BANK OF MORGAN,MORGAN,,False,,,,2026-07-10
1947,,FIRST MIDWEST BANK,MARYVILLE,,False,,,,2026-07-10
1971,,HUME BANK,HUME,,False,,,,2026-07-10
1978,680457,The Yellowstone Bank,Laurel,MT,True,1343203,0,1926-05-26,2026-07-10
1994,,THE BANK OF CODY,CODY,,False,,,,2026-07-10
2036,,FARMERS&MERCHANTS BANK,GRANITE QUARRY,NC,,1001914,,,2026-07-10
2055,,BREMER BANK NATIONAL ASSN,GRAND FORKS,ND,,1006333,,,2026-07-10
2092,,THE NATIONAL BANK OF WASHINGTON,WASHINGTON,,False,,,,2026-07-10
2102,631422,The Conway National Bank,Conway,SC,True,1940788,10536,1914-01-01,2026-07-10
2111,,NATIONAL BANK OF SC,SUMTER,SC,,4370118,,,2026-07-10
2119,,THE FIRST NATIONAL BANK OF BARNESVILLE,BARNESVILLE,,False,,,,2026-07-10
2138,960935,Queensborough National Bank & Trust Company,Louisville,GA,True,2342102,6207,1902-01-01,2026-07-10
2166,,FIRST NAT BK OF BROWNING,BROWNING,,False,,,,2026-07-10
2174,,Q BANK,FORT BENTON,,False,,,,2026-07-10
2230,,THE FIRST NATIONAL BANK OF SHERIDAN,SHERIDAN,,False,,,,2026-07-10
2232,561659,Pinnacle Bank - Wyoming,Cody,WY,True,1274405,0,1918-04-06,2026-07-10
2239,,FIRST NB OF SANTA FE,ALBUQUERQUE,NM,,1680025,,,2026-07-10
2240,771458,First American Bank,Artesia,NM,True,1931040,0,1903-01-01,2026-07-10
2241,,CNB BANK,CARLSBAD,NM,,1025455,,,2026-07-10
2270,276579,"Zions Bancorporation, N.A.",Salt Lake City,UT,True,87956932,4341,1873-07-06,2026-07-10
2303,,THE FIRST STATE BANK,CAMARGO,,False,,,,2026-07-10
2304,,SECURITY STATE BANK,WEATHERFORD,,False,,,,2026-07-10
2306,,THE DILL STATE BANK,DILL CITY,,False,,,,2026-07-10
2309,,CITIZENS BANK OF KREBS,KREBS,,False,,,,2026-07-10
2310,,UNITED SERVICES BANK,HARTSHORNE,,False,,,,2026-07-10
2313,,FIRST STATE BANK,BLANCHARD,,False,,,,2026-07-10
2315,470452,Armstrong Bank,Muskogee,OK,True,2712746,0,1910-03-15,2026-07-10
2319,,WAUKOMIS STATE BANK,WAUKOMIS,,False,,,,2026-07-10
2321,,FARMERS STATE BANK IN AFTON,AFTON,,False,,,,2026-07-10
2336,,BANK OF HUNTER,HUNTER,,False,,,,2026-07-10
2345,,WEST COAST BANK,LAKE OSWEGO,OR,,2414497,,,2026-07-10
2376,,BANK OF YORKVILLE,YORKVILLE,,False,,,,2026-07-10
2378,,THE DAYTON BK & TR CO.,DAYTON,,False,,,,2026-07-10
2393,,PEOPLES BANK & TRUST CO.,WARTBURG,,False,,,,2026-07-10
2443,886624,Clear Mountain Bank,Bruceton Mills,WV,True,1011712,0,1931-01-01,2026-07-10
2531,,CITYTRUST,BRIDGEPORT,,False,,,,2026-07-10
2545,,THE CONNECTICUT BANK & TRUST CO,HARTFORD,,False,,,,2026-07-10
2560,,"BANK OF NEW ENGLAND, NATIONAL ASSOC",BOSTON,,False,,,,2026-07-10
2599,,MERCHANTS NATIONAL BANK,LEOMINSTER,,False,,,,2026-07-10
2609,,THE FIRST NATIONAL BANK OF MARLBOROUGH,MARLBOROUGH,,False,,,,2026-07-10
2614,,THE HOME NATIONAL BANK OF MILFORD,MILFORD,,False,,,,2026-07-10
2700,702612,First Southern National Bank,Lancaster,KY,True,1277097,1493,1865-04-13,2026-07-10
2711,786210,"Traditional Bank, Inc.",Mount Sterling,KY,True,2408557,0,1902-03-17,2026-07-10
2720,509811,"Community Trust Bank, Inc.",Pikeville,KY,True,6698348,0,1903-11-17,2026-07-10
2740,,FARMERS NB OF DANVILLE,DANVILLE,KY,,1000539,,,2026-07-10
2773,,ALIANT BANK,ALEXANDER CITY,AL,,1027803,,,2026-07-10
2832,257233,First Bank of Alabama,Talladega,AL,True,1370032,0,1848-01-01,2026-07-10
2864,,FIRST BANK & TRUST OF IDAHO,MALAD CITY,,False,,,,2026-07-10
2993,,VECTRA BANK COLORADO NA,FARMINGTON,NM,,3317609,,,2026-07-10
2994,,BANK OF CHOICE,GREELEY,CO,False,1066036,,,2026-07-10
2998,,THE FIRST NATIONAL BANK OF BRUSH,BRUSH,,False,,,,2026-07-10
3007,,THE FIRST NATIONAL BANK OF CRIPPLE CREEK,CRIPPLE CREEK,,False,,,,2026-07-10
3012,,NATIONAL CITY BANK OF DENVER,DENVER,,False,,,,2026-07-10
3036,,MILE HIGH BANKS,LONGMONT,CO,,1047999,,,2026-07-10
3051,,THE FIRST NATIONAL BANK IN RIFLE,RIFLE,,False,,,,2026-07-10
3057,,THE FIRST NATIONAL BANK OF SPRINGFIELD,SPRINGFIELD,,False,,,,2026-07-10
3065,,"FIRST REPUBLICBANK-ABILENE, N.A.",ABILENE,,False,,,,2026-07-10
3066,470050,First Financial Bank,Abilene,TX,True,15317679,0,1889-01-01,2026-07-10
3067,340751,"Clear Fork Bank, National Association",Albany,TX,True,1016278,3248,1883-01-01,2026-07-10
3071,,ALVORD NATIONAL BANK,ALVORD,,False,,,,2026-07-10
3076,,INDEPENDENT BANK,MCKINNEY,TX,,17535258,,,2026-07-10
3083,,"MBANK AUSTIN, NATIONAL ASSOCIATION",AUSTIN,,False,,,,2026-07-10
3084,,"FIRST REPUBLICBANK- AUSTIN, N.A.",AUSTIN,,False,,,,2026-07-10
3088,,THE FIRST NATIONAL BANK OF BANDERA,BANDERA,,False,,,,2026-07-10
3091,18050,The First National Bank of Bastrop,Bastrop,TX,True,1099263,4093,1889-08-15,2026-07-10
3093,,"FIRST CITY, TEXAS - BEAUMONT, NA",BEAUMONT,,False,,,,2026-07-10
3108,100357,"Legend Bank, N.A.",Bowie,TX,True,1247150,4265,1890-03-01,2026-07-10
3112,,"MBANK BRENHAM, NATIONAL ASSOCIATION",BRENHAM,,False,,,,2026-07-10
3116,,LONE STAR STB OF WEST TEXAS,LUBBOCK,TX,,1383765,,,2026-07-10
3118,,"FIRST REPUBLICBANK-BROWNWOOD, N.A.",BROWNWOOD,,False,,,,2026-07-10
3120,,"FIRST CITY, TEXAS - BRYAN, NA",BRYAN,,False,,,,2026-07-10
3123,,FIRST CONSOLIDATED BANK - HILLSBORO,HILLSBORO,,False,,,,2026-07-10
3139,,RED RIVER NATIONAL BANK IN CLARKSVILLE,CLARKSVILLE,,False,,,,2026-07-10
3147,,"FIRST REPUBLICBANK-CONROE, N.A.",CONROE,,False,,,,2026-07-10
3153,,"FIRST REPUBLICBANK-CORSICANA, N.A.",CORSICANA,,False,,,,2026-07-10
3154,,"MBANK CORSICANA, NATIONAL ASSOCIATION",CORSICANA,,False,,,,2026-07-10
3163,,"MBANK DALLAS, NATIONAL ASSOCIATION",DALLAS,,False,,,,2026-07-10
3164,,"BANCTEXAS DALLAS, N.A.",DALLAS,,False,,,,2026-07-10
3165,,"FIRST REPUBLICBANK-DALLAS, N.A.",DALLAS,,False,,,,2026-07-10
3166,,THE FIRST NATIONAL BANK OF DAROUZZET,DARROUZETT,,False,,,,2026-07-10
3172,,"TEXAS AMERICAN BANK/DENISON, NA",DENISON,,False,,,,2026-07-10
3173,,"FIRST REPUBLICBANK-DENISON, N.A.",DENISON,,False,,,,2026-07-10
3182,594451,MapleMark Bank,Tulsa,OK,True,1010629,0,1909-01-01,2026-07-10
3189,,"FIRST REPUBLICBANK-ENNIS, N.A.",ENNIS,,False,,,,2026-07-10
3200,,"FIRST REPUBLICBANK-FT. WORTH, N.A.",FT. WORTH,,False,,,,2026-07-10
3201,,"MBANK FORT WORTH, NATIONAL ASSOC",FORT WORTH,,False,,,,2026-07-10
3202,,"TEXAS AMERICAN BANK/FORT WORTH,",FORT WORTH,,False,,,,2026-07-10
3205,,TEXAS AMERICAN BANK/FREDERICKSBURG,FREDERICKSBURG,,False,,,,2026-07-10
3209,,"FIRST REPUBLICBANK-GALVESTON, N.A.",GALVESTON,,False,,,,2026-07-10
3210,253356,The Moody National Bank,Galveston,TX,True,1507059,8899,1907-01-01,2026-07-10
3216,,THE FIRST NATIONAL BANK OF GEORGETOWN,GEORGETOWN,,False,,,,2026-07-10
3223,,THE FIRST NATIONAL BANK OF GORDON,GORDON,,False,,,,2026-07-10
3224,,THE FIRST NATIONAL BANK OF GORMAN,GORMAN,,False,,,,2026-07-10
3227,,"FIRST CITY, TEXAS - GRAHAM, NA",GRAHAM,,False,,,,2026-07-10
3234,,"FIRST REPUBLICBANK-GREENVILLE, N.A.",GREENVILLE,,False,,,,2026-07-10
3246,,"FIRST REPUBLICBANK-HARLINGEN, N.A.",HARLINGEN,,False,,,,2026-07-10
3249,,"FIRST REPUBLICBANK-HENDERSON, N.A.",HENDERSON,,False,,,,2026-07-10
3250,56351,"VeraBank, National Association",Henderson,TX,True,4530899,13443,1930-03-28,2026-07-10
3256,703552,"Horizon Bank, SSB",Austin,TX,True,2435028,0,1905-01-01,2026-07-10
3258,,PATRIOT BANK,HOUSTON,TX,,1434940,,,2026-07-10
3262,,"FIRST REPUBLICBANK-HOUSTON, N.A.",HOUSTON,,False,,,,2026-07-10
3276,548351,"Austin Bank, Texas National Association",Jacksonville,TX,True,3267608,5581,1900-10-01,2026-07-10
3283,,THE KERENS BANK,KERENS,,False,,,,2026-07-10
3285,613950,First National Bank Texas,Killeen,TX,True,4679568,5750,1901-02-27,2026-07-10
3287,,THE LA COSTE NATIONAL BANK,LA COSTE,,False,,,,2026-07-10
3294,,THE PEOPLES NATIONAL BANK OF LAMPASAS,LAMPASAS,,False,,,,2026-07-10
3295,,"UNITED BANK, N.A.",LANCASTER,,False,,,,2026-07-10
3299,,THE FIRST NATIONAL BANK OF LEVELLAND,LEVELLAND,,False,,,,2026-07-10
3304,,AIMBANK,LITTLEFIELD,TX,,1851830,,,2026-07-10
3309,,"MBANK LONGVIEW, NATIONAL ASSOC",LONGVIEW,,False,,,,2026-07-10
3315,,"FIRST REPUBLICBANK-LUBBOCK, N.A.",LUBBUCK,,False,,,,2026-07-10
3316,,"FIRST CITY, TEXAS - LUFKIN, NA",LUFKIN,,False,,,,2026-07-10
3318,,"FIRST CITY, TEXAS - MADISONVILLE",MADISONVILLE,,False,,,,2026-07-10
3323,,"MBANK MARSHALL, NATIONAL ASSOC",MARSHALL,,False,,,,2026-07-10
3325,369659,First National Bank of Central Texas,Waco,TX,True,1697242,5850,1901-08-12,2026-07-10
3330,895055,The First National Bank of McGregor,Mc Gregor,TX,True,1047468,4076,1889-01-01,2026-07-10
3331,,"TEXAS AMERICAN BANK/MCKINNEY, NA",MCKINNEY,,False,,,,2026-07-10
3334,,RANCHLANDER NATIONAL BANK,MELVIN,,False,,,,2026-07-10
3337,497954,Texas National Bank,Mercedes,TX,True,1172965,11879,1920-11-26,2026-07-10
3343,,THE FIRST NAT BK OF MIDLAND,MIDLAND,,False,,,,2026-07-10
3344,,"FIRST CITY, TEXAS - MIDLAND, NA",MIDLAND,,False,,,,2026-07-10
3346,,FIRST STATE BANK,MILFORD,,False,,,,2026-07-10
3349,,FIRST REPUBLICBANK-MINERAL WELLS,MINERAL WELLS,,False,,,,2026-07-10
3352,,THE MORAN NATIONAL BANK,MORAN,,False,,,,2026-07-10
3354,,FIRST REPUBLICBANK-MT. PLEASANT,MT. PLEASANT,,False,,,,2026-07-10
3359,,THE FIRST NATIONAL BANK OF NAVASOTA,NAVASOTA,,False,,,,2026-07-10
3361,,CENTURY BANK NATIONAL ASSN,TEXARKANA,TX,,1436344,,,2026-07-10
3363,,COMMUNITYBANK OF TEXAS N A,BEAUMONT,TX,,4272248,,,2026-07-10
3366,,FIRST NATIONAL BANK OF NOCONA,NOCONA,,False,,,,2026-07-10
3369,,"FIRST REPUBLICBANK-ODESSA, N.A.",ODESSA,,False,,,,2026-07-10
3372,,THE FIRST NATIONAL BANK OF OLNEY,OLNEY,,False,,,,2026-07-10
3374,,"FIRST CITY, TEXAS - ORANGE, NA",ORANGE,,False,,,,2026-07-10
3382,,FIRST NB OF THE PANHANDLE,PANHANDLE,,False,,,,2026-07-10
3387,840363,FirstBank Southwest,Amarillo,TX,True,1862376,0,1907-01-01,2026-07-10
3389,844567,Pointbank,Pilot Point,TX,True,1139913,0,1892-07-13,2026-07-10
3391,,"FIRST REPUBLICBANK-PLANO, N.A.",PLANO,,False,,,,2026-07-10
3393,,"MBANK JEFFERSON COUNTY, NA",PORT ARTHUR,,False,,,,2026-07-10
3397,,THE FIRST NATIONAL BANK OF POTH,POTH,,False,,,,2026-07-10
3402,,BTH BANK NATIONAL ASSN,QUITMAN,TX,,1821396,,,2026-07-10
3405,26765,Vantage Bank Texas,San Antonio,TX,True,4934452,0,1923-11-06,2026-07-10
3406,,THE FIRST NATIONAL BANK IN RHOME,RHOME,,False,,,,2026-07-10
3408,,"FIRST REPUBLICBANK-RICHMOND, N.A",RICHMOND,,False,,,,2026-07-10
3409,,"FIRST CITY, TEXAS - RICHMOND",RICHMOND,,False,,,,2026-07-10
3410,,"NBC BANK- SOUTH TEXAS, NATIONAL",CORPUS CHRISTI,,False,,,,2026-07-10
3430,697763,Westamerica Bank,San Rafael,CA,True,5827278,0,1884-02-24,2026-07-10
3432,,CAPITAL BANK,DOWNEY,,False,,,,2026-07-10
3440,783161,First Northern Bank of Dixon,Dixon,CA,True,1924057,0,1910-01-02,2026-07-10
3480,,FIRST TRUST BANK,ONTARIO,,False,,,,2026-07-10
