fdic_cert_number,quarter_end_date,risk_score,model_version
14,2022-03-31,0.5221931338310242,xgb_eng_v2
14,2022-06-30,0.43486207723617554,xgb_eng_v2
14,2022-09-30,0.569263756275177,xgb_eng_v2
14,2022-12-31,0.29024022817611694,xgb_eng_v2
14,2023-03-31,0.20761093497276306,xgb_eng_v2
14,2023-06-30,0.13617658615112305,xgb_eng_v2
14,2023-09-30,0.25352945923805237,xgb_eng_v2
14,2023-12-31,0.23801061511039734,xgb_eng_v2
14,2024-03-31,0.7764394879341125,xgb_eng_v2
14,2024-06-30,0.2330935001373291,xgb_eng_v2
14,2024-09-30,0.5387489199638367,xgb_eng_v2
14,2024-12-31,0.521240770816803,xgb_eng_v2
14,2025-03-31,0.10543102025985718,xgb_eng_v2
35,2022-03-31,0.12473583966493607,xgb_eng_v2
35,2022-06-30,0.06784197688102722,xgb_eng_v2
35,2022-09-30,0.06944061070680618,xgb_eng_v2
35,2022-12-31,0.1520547717809677,xgb_eng_v2
35,2023-03-31,0.10302455723285675,xgb_eng_v2
35,2023-06-30,0.07887903600931168,xgb_eng_v2
35,2023-09-30,0.04679429158568382,xgb_eng_v2
35,2023-12-31,0.18801899254322052,xgb_eng_v2
35,2024-03-31,0.07803026586771011,xgb_eng_v2
35,2024-06-30,0.1341254860162735,xgb_eng_v2
35,2024-09-30,0.24763740599155426,xgb_eng_v2
35,2024-12-31,0.12070450931787491,xgb_eng_v2
35,2025-03-31,0.1677262783050537,xgb_eng_v2
39,2022-03-31,0.1796995997428894,xgb_eng_v2
39,2022-06-30,0.15848086774349213,xgb_eng_v2
39,2022-09-30,0.09439054131507874,xgb_eng_v2
39,2022-12-31,0.23894010484218597,xgb_eng_v2
39,2023-03-31,0.2610841393470764,xgb_eng_v2
39,2023-06-30,0.15085254609584808,xgb_eng_v2
39,2023-09-30,0.07115700095891953,xgb_eng_v2
39,2023-12-31,0.12282025814056396,xgb_eng_v2
39,2024-03-31,0.14690490067005157,xgb_eng_v2
39,2024-06-30,0.18658046424388885,xgb_eng_v2
39,2024-09-30,0.18501053750514984,xgb_eng_v2
39,2024-12-31,0.07241793721914291,xgb_eng_v2
39,2025-03-31,0.1661778688430786,xgb_eng_v2
41,2022-03-31,0.25520235300064087,xgb_eng_v2
41,2022-06-30,0.235033318400383,xgb_eng_v2
41,2022-09-30,0.22265402972698212,xgb_eng_v2
41,2022-12-31,0.2992362082004547,xgb_eng_v2
41,2023-03-31,0.22927767038345337,xgb_eng_v2
41,2023-06-30,0.21397317945957184,xgb_eng_v2
41,2023-09-30,0.21243388950824738,xgb_eng_v2
41,2023-12-31,0.2895122170448303,xgb_eng_v2
41,2024-03-31,0.20782586932182312,xgb_eng_v2
41,2024-06-30,0.2567591071128845,xgb_eng_v2
41,2024-09-30,0.4139738976955414,xgb_eng_v2
41,2024-12-31,0.29321369528770447,xgb_eng_v2
41,2025-03-31,0.3218871057033539,xgb_eng_v2
49,2022-03-31,0.6923068761825562,xgb_eng_v2
49,2022-06-30,0.6571502089500427,xgb_eng_v2
49,2022-09-30,0.562678873538971,xgb_eng_v2
49,2022-12-31,0.66158527135849,xgb_eng_v2
49,2023-03-31,0.5912428498268127,xgb_eng_v2
49,2023-06-30,0.49459195137023926,xgb_eng_v2
49,2023-09-30,0.597455620765686,xgb_eng_v2
49,2023-12-31,0.49588531255722046,xgb_eng_v2
49,2024-03-31,0.4452972114086151,xgb_eng_v2
49,2024-06-30,0.576339602470398,xgb_eng_v2
49,2024-09-30,0.5342504978179932,xgb_eng_v2
49,2024-12-31,0.4348479211330414,xgb_eng_v2
49,2025-03-31,0.513655424118042,xgb_eng_v2
50,2022-03-31,0.13720174133777618,xgb_eng_v2
50,2022-06-30,0.10947688668966293,xgb_eng_v2
50,2022-09-30,0.09285669773817062,xgb_eng_v2
50,2022-12-31,0.1315721571445465,xgb_eng_v2
50,2023-03-31,0.15719811618328094,xgb_eng_v2
50,2023-06-30,0.29669833183288574,xgb_eng_v2
50,2023-09-30,0.11600284278392792,xgb_eng_v2
50,2023-12-31,0.22256362438201904,xgb_eng_v2
50,2024-03-31,0.18401837348937988,xgb_eng_v2
50,2024-06-30,0.23555126786231995,xgb_eng_v2
50,2024-09-30,0.11711389571428299,xgb_eng_v2
50,2024-12-31,0.07223119586706161,xgb_eng_v2
50,2025-03-31,0.22846849262714386,xgb_eng_v2
51,2022-03-31,0.2721128761768341,xgb_eng_v2
51,2022-06-30,0.17025546729564667,xgb_eng_v2
51,2022-09-30,0.19259944558143616,xgb_eng_v2
51,2022-12-31,0.2845742404460907,xgb_eng_v2
51,2023-03-31,0.34756040573120117,xgb_eng_v2
51,2023-06-30,0.23593546450138092,xgb_eng_v2
51,2023-09-30,0.18697504699230194,xgb_eng_v2
51,2023-12-31,0.2196105420589447,xgb_eng_v2
51,2024-03-31,0.14509586989879608,xgb_eng_v2
51,2024-06-30,0.14837335050106049,xgb_eng_v2
51,2024-09-30,0.29411783814430237,xgb_eng_v2
51,2024-12-31,0.13583306968212128,xgb_eng_v2
51,2025-03-31,0.39145228266716003,xgb_eng_v2
52,2022-03-31,0.3811555802822113,xgb_eng_v2
52,2022-06-30,0.5228399038314819,xgb_eng_v2
52,2022-09-30,0.47979867458343506,xgb_eng_v2
52,2022-12-31,0.48036807775497437,xgb_eng_v2
52,2023-03-31,0.3959384858608246,xgb_eng_v2
52,2023-06-30,0.47416970133781433,xgb_eng_v2
52,2023-09-30,0.3683803975582123,xgb_eng_v2
52,2023-12-31,0.467806875705719,xgb_eng_v2
52,2024-03-31,0.3117617070674896,xgb_eng_v2
52,2024-06-30,0.7525188326835632,xgb_eng_v2
52,2024-09-30,0.657315194606781,xgb_eng_v2
52,2024-12-31,0.7382346987724304,xgb_eng_v2
52,2025-03-31,0.576964259147644,xgb_eng_v2
54,2022-03-31,0.09682707488536835,xgb_eng_v2
54,2022-06-30,0.0812496617436409,xgb_eng_v2
54,2022-09-30,0.07464645057916641,xgb_eng_v2
54,2022-12-31,0.13248296082019806,xgb_eng_v2
54,2023-03-31,0.12757620215415955,xgb_eng_v2
54,2023-06-30,0.07622632384300232,xgb_eng_v2
54,2023-09-30,0.0591476745903492,xgb_eng_v2
54,2023-12-31,0.12174999713897705,xgb_eng_v2
54,2024-03-31,0.0846443846821785,xgb_eng_v2
54,2024-06-30,0.11577346175909042,xgb_eng_v2
54,2024-09-30,0.11449268460273743,xgb_eng_v2
54,2024-12-31,0.07028461992740631,xgb_eng_v2
54,2025-03-31,0.1215171366930008,xgb_eng_v2
58,2022-03-31,0.5440450310707092,xgb_eng_v2
58,2022-06-30,0.2896447479724884,xgb_eng_v2
58,2022-09-30,0.4547978341579437,xgb_eng_v2
58,2022-12-31,0.44335320591926575,xgb_eng_v2
58,2023-03-31,0.6058952808380127,xgb_eng_v2
58,2023-06-30,0.32617664337158203,xgb_eng_v2
58,2023-09-30,0.1740133911371231,xgb_eng_v2
58,2023-12-31,0.32543572783470154,xgb_eng_v2
58,2024-03-31,0.14013339579105377,xgb_eng_v2
58,2024-06-30,0.14822819828987122,xgb_eng_v2
58,2024-09-30,0.6799507737159729,xgb_eng_v2
58,2024-12-31,0.5216250419616699,xgb_eng_v2
58,2025-03-31,0.43799781799316406,xgb_eng_v2
70,2022-03-31,0.7249115705490112,xgb_eng_v2
70,2022-06-30,0.4642030596733093,xgb_eng_v2
70,2022-09-30,0.5909340977668762,xgb_eng_v2
70,2022-12-31,0.47665417194366455,xgb_eng_v2
70,2023-03-31,0.3921840488910675,xgb_eng_v2
70,2023-06-30,0.3302164375782013,xgb_eng_v2
70,2023-09-30,0.5037672519683838,xgb_eng_v2
70,2023-12-31,0.4789108335971832,xgb_eng_v2
70,2024-03-31,0.539730966091156,xgb_eng_v2
70,2024-06-30,0.3776671290397644,xgb_eng_v2
70,2024-09-30,0.41288402676582336,xgb_eng_v2
70,2024-12-31,0.41108956933021545,xgb_eng_v2
70,2025-03-31,0.3662750720977783,xgb_eng_v2
72,2022-03-31,0.11647921800613403,xgb_eng_v2
72,2022-06-30,0.10115589201450348,xgb_eng_v2
72,2022-09-30,0.10153599083423615,xgb_eng_v2
72,2022-12-31,0.14880551397800446,xgb_eng_v2
72,2023-03-31,0.15187616646289825,xgb_eng_v2
72,2023-06-30,0.12514296174049377,xgb_eng_v2
72,2023-09-30,0.1106666624546051,xgb_eng_v2
72,2023-12-31,0.08921593427658081,xgb_eng_v2
72,2024-03-31,0.14988023042678833,xgb_eng_v2
72,2024-06-30,0.16123072803020477,xgb_eng_v2
72,2024-09-30,0.3366575539112091,xgb_eng_v2
72,2024-12-31,0.11532817780971527,xgb_eng_v2
72,2025-03-31,0.1766519993543625,xgb_eng_v2
77,2022-03-31,0.1775711327791214,xgb_eng_v2
77,2022-06-30,0.16660076379776,xgb_eng_v2
77,2022-09-30,0.18825852870941162,xgb_eng_v2
77,2022-12-31,0.44583383202552795,xgb_eng_v2
77,2023-03-31,0.3147912919521332,xgb_eng_v2
77,2023-06-30,0.14607593417167664,xgb_eng_v2
77,2023-09-30,0.26518604159355164,xgb_eng_v2
