fdic_cert_number,quarter_end_date,risk_score,model_version
14,2022-03-31,0.6048963689809184,hgb_eng_v2
14,2022-06-30,0.7497895737496266,hgb_eng_v2
14,2022-09-30,0.5577028034883241,hgb_eng_v2
14,2022-12-31,0.5130253322960465,hgb_eng_v2
14,2023-03-31,0.07591380738670767,hgb_eng_v2
14,2023-06-30,0.1813823086188953,hgb_eng_v2
14,2023-09-30,0.16573800149127968,hgb_eng_v2
14,2023-12-31,0.2144100360163841,hgb_eng_v2
14,2024-03-31,0.6436113170715786,hgb_eng_v2
14,2024-06-30,0.4722129609149019,hgb_eng_v2
14,2024-09-30,0.49674653321043705,hgb_eng_v2
14,2024-12-31,0.3871362917512194,hgb_eng_v2
14,2025-03-31,0.2673796719503959,hgb_eng_v2
35,2022-03-31,0.09587549933089688,hgb_eng_v2
35,2022-06-30,0.0660353529085497,hgb_eng_v2
35,2022-09-30,0.06008360452425232,hgb_eng_v2
35,2022-12-31,0.1799428262074223,hgb_eng_v2
35,2023-03-31,0.17362050947797872,hgb_eng_v2
35,2023-06-30,0.10271975009849689,hgb_eng_v2
35,2023-09-30,0.07033261101403179,hgb_eng_v2
35,2023-12-31,0.20481325625962252,hgb_eng_v2
35,2024-03-31,0.13778927117555329,hgb_eng_v2
35,2024-06-30,0.23061251438856364,hgb_eng_v2
35,2024-09-30,0.252663586256284,hgb_eng_v2
35,2024-12-31,0.10760173283164277,hgb_eng_v2
35,2025-03-31,0.17660357770860538,hgb_eng_v2
39,2022-03-31,0.20563001705527673,hgb_eng_v2
39,2022-06-30,0.14047408541368364,hgb_eng_v2
39,2022-09-30,0.10014416329615493,hgb_eng_v2
39,2022-12-31,0.202143782431877,hgb_eng_v2
39,2023-03-31,0.16420730242219772,hgb_eng_v2
39,2023-06-30,0.15493261720828433,hgb_eng_v2
39,2023-09-30,0.13261436904023957,hgb_eng_v2
39,2023-12-31,0.1357331156927463,hgb_eng_v2
39,2024-03-31,0.14477738452396519,hgb_eng_v2
39,2024-06-30,0.16063852855825508,hgb_eng_v2
39,2024-09-30,0.17549918299508518,hgb_eng_v2
39,2024-12-31,0.08654993318087971,hgb_eng_v2
39,2025-03-31,0.15621810698413646,hgb_eng_v2
41,2022-03-31,0.31312079245778895,hgb_eng_v2
41,2022-06-30,0.31247182172293037,hgb_eng_v2
41,2022-09-30,0.2696699634014339,hgb_eng_v2
41,2022-12-31,0.3345610863002936,hgb_eng_v2
41,2023-03-31,0.27764640938274154,hgb_eng_v2
41,2023-06-30,0.21308964570849406,hgb_eng_v2
41,2023-09-30,0.2295492122765293,hgb_eng_v2
41,2023-12-31,0.30714290234723224,hgb_eng_v2
41,2024-03-31,0.23063751315044087,hgb_eng_v2
41,2024-06-30,0.2524537419478121,hgb_eng_v2
41,2024-09-30,0.42665078782005605,hgb_eng_v2
41,2024-12-31,0.41624249591202545,hgb_eng_v2
41,2025-03-31,0.343621175443432,hgb_eng_v2
49,2022-03-31,0.5632973645764293,hgb_eng_v2
49,2022-06-30,0.6419291948310742,hgb_eng_v2
49,2022-09-30,0.5069647220648514,hgb_eng_v2
49,2022-12-31,0.5961249553991006,hgb_eng_v2
49,2023-03-31,0.6258653293887446,hgb_eng_v2
49,2023-06-30,0.4739503927521719,hgb_eng_v2
49,2023-09-30,0.47338404536168105,hgb_eng_v2
49,2023-12-31,0.4104407265815965,hgb_eng_v2
49,2024-03-31,0.37579611768949445,hgb_eng_v2
49,2024-06-30,0.4690313893764642,hgb_eng_v2
49,2024-09-30,0.40312120187834904,hgb_eng_v2
49,2024-12-31,0.3077961365575474,hgb_eng_v2
49,2025-03-31,0.38490670713481834,hgb_eng_v2
50,2022-03-31,0.16997088024141166,hgb_eng_v2
50,2022-06-30,0.18939164093741193,hgb_eng_v2
50,2022-09-30,0.13134285421425385,hgb_eng_v2
50,2022-12-31,0.17853575505820846,hgb_eng_v2
50,2023-03-31,0.15829863632023247,hgb_eng_v2
50,2023-06-30,0.24439272628243697,hgb_eng_v2
50,2023-09-30,0.1550227618456631,hgb_eng_v2
50,2023-12-31,0.24422618172640367,hgb_eng_v2
50,2024-03-31,0.18967328195732736,hgb_eng_v2
50,2024-06-30,0.2958216278615909,hgb_eng_v2
50,2024-09-30,0.17075451912541675,hgb_eng_v2
50,2024-12-31,0.1032752983122837,hgb_eng_v2
50,2025-03-31,0.1347669197658583,hgb_eng_v2
51,2022-03-31,0.23297531663818868,hgb_eng_v2
51,2022-06-30,0.2074466213021896,hgb_eng_v2
51,2022-09-30,0.23504924117267725,hgb_eng_v2
51,2022-12-31,0.2573460940279336,hgb_eng_v2
51,2023-03-31,0.30017452446721915,hgb_eng_v2
51,2023-06-30,0.28143118214542245,hgb_eng_v2
51,2023-09-30,0.22198786216060648,hgb_eng_v2
51,2023-12-31,0.19965350766054715,hgb_eng_v2
51,2024-03-31,0.14542834362742404,hgb_eng_v2
51,2024-06-30,0.14247308031514402,hgb_eng_v2
51,2024-09-30,0.2097865473679137,hgb_eng_v2
51,2024-12-31,0.18839791956653087,hgb_eng_v2
51,2025-03-31,0.21256613995358953,hgb_eng_v2
52,2022-03-31,0.36802359482811736,hgb_eng_v2
52,2022-06-30,0.44707014291185926,hgb_eng_v2
52,2022-09-30,0.3665370241625292,hgb_eng_v2
52,2022-12-31,0.524790608038306,hgb_eng_v2
52,2023-03-31,0.6153109366209343,hgb_eng_v2
52,2023-06-30,0.36219105400334023,hgb_eng_v2
52,2023-09-30,0.3102985748465319,hgb_eng_v2
52,2023-12-31,0.4517724414173439,hgb_eng_v2
52,2024-03-31,0.3400115855684197,hgb_eng_v2
52,2024-06-30,0.50381858127847,hgb_eng_v2
52,2024-09-30,0.6735882669886328,hgb_eng_v2
52,2024-12-31,0.5295120961737204,hgb_eng_v2
52,2025-03-31,0.5361891804092982,hgb_eng_v2
54,2022-03-31,0.11701161439694438,hgb_eng_v2
54,2022-06-30,0.09633486034925129,hgb_eng_v2
54,2022-09-30,0.09692101315588898,hgb_eng_v2
54,2022-12-31,0.15296696840809004,hgb_eng_v2
54,2023-03-31,0.165609727464826,hgb_eng_v2
54,2023-06-30,0.15647033866572374,hgb_eng_v2
54,2023-09-30,0.13848186507147062,hgb_eng_v2
54,2023-12-31,0.18299576259032752,hgb_eng_v2
54,2024-03-31,0.11377350390438998,hgb_eng_v2
54,2024-06-30,0.13486007620444068,hgb_eng_v2
54,2024-09-30,0.14990406104223972,hgb_eng_v2
54,2024-12-31,0.08463750363550901,hgb_eng_v2
54,2025-03-31,0.17171842300294926,hgb_eng_v2
58,2022-03-31,0.49343261675723865,hgb_eng_v2
58,2022-06-30,0.5088692224342957,hgb_eng_v2
58,2022-09-30,0.5123317511246612,hgb_eng_v2
58,2022-12-31,0.5152360014525817,hgb_eng_v2
58,2023-03-31,0.6677822125953914,hgb_eng_v2
58,2023-06-30,0.4228726996700218,hgb_eng_v2
58,2023-09-30,0.39158662786312043,hgb_eng_v2
58,2023-12-31,0.4395897531196026,hgb_eng_v2
58,2024-03-31,0.13351689422695584,hgb_eng_v2
58,2024-06-30,0.29656282387794747,hgb_eng_v2
58,2024-09-30,0.5609484485263967,hgb_eng_v2
58,2024-12-31,0.4354668578991536,hgb_eng_v2
58,2025-03-31,0.5081251437316788,hgb_eng_v2
70,2022-03-31,0.6893285171324557,hgb_eng_v2
70,2022-06-30,0.40882314065089437,hgb_eng_v2
70,2022-09-30,0.5375779432940533,hgb_eng_v2
70,2022-12-31,0.5966803949737804,hgb_eng_v2
70,2023-03-31,0.363053239103879,hgb_eng_v2
70,2023-06-30,0.3298745303880996,hgb_eng_v2
70,2023-09-30,0.5430149891200444,hgb_eng_v2
70,2023-12-31,0.4822622254963948,hgb_eng_v2
70,2024-03-31,0.49013621155991616,hgb_eng_v2
70,2024-06-30,0.3970556012388749,hgb_eng_v2
70,2024-09-30,0.4240449582047079,hgb_eng_v2
70,2024-12-31,0.43074671018686694,hgb_eng_v2
70,2025-03-31,0.3940671257770412,hgb_eng_v2
72,2022-03-31,0.10814107535867508,hgb_eng_v2
72,2022-06-30,0.11789915869007253,hgb_eng_v2
72,2022-09-30,0.08752973162821255,hgb_eng_v2
72,2022-12-31,0.13981229494356473,hgb_eng_v2
72,2023-03-31,0.142390413461719,hgb_eng_v2
72,2023-06-30,0.1448834783614161,hgb_eng_v2
72,2023-09-30,0.11365519288720094,hgb_eng_v2
72,2023-12-31,0.11608909180962415,hgb_eng_v2
72,2024-03-31,0.17273266118895292,hgb_eng_v2
72,2024-06-30,0.12895526692313694,hgb_eng_v2
72,2024-09-30,0.24119602297554293,hgb_eng_v2
72,2024-12-31,0.13110879806105358,hgb_eng_v2
72,2025-03-31,0.12109144999005814,hgb_eng_v2
77,2022-03-31,0.23823568225248304,hgb_eng_v2
77,2022-06-30,0.20621843437069023,hgb_eng_v2
77,2022-09-30,0.2060303968544476,hgb_eng_v2
77,2022-12-31,0.36281353225617785,hgb_eng_v2
77,2023-03-31,0.3232261161677178,hgb_eng_v2
77,2023-06-30,0.1699654894884272,hgb_eng_v2
77,2023-09-30,0.22625496494698863,hgb_eng_v2
77,2023-12-31,0.27599737333393976,hgb_eng_v2
77,2024-03-31,0.15571822404918534,hgb_eng_v2
77,2024-06-30,0.14367044467616683,hgb_eng_v2
77,2024-09-30,0.1957604464213851,hgb_eng_v2
77,2024-12-31,0.233866336119859,hgb_eng_v2
77,2025-03-31,0.21368810254267265,hgb_eng_v2
81,2022-03-31,0.37038594016841986,hgb_eng_v2
81,2022-06-30,0.33180224019590954,hgb_eng_v2
81,2022-09-30,0.1975144328452266,hgb_eng_v2
81,2022-12-31,0.27815645774264314,hgb_eng_v2
81,2023-03-31,0.2952451582279766,hgb_eng_v2
81,2023-06-30,0.3357376921683031,hgb_eng_v2
81,2023-09-30,0.3251851307349243,hgb_eng_v2
81,2023-12-31,0.4858800557029045,hgb_eng_v2
81,2024-03-31,0.2829862180672341,hgb_eng_v2
81,2024-06-30,0.3149067170734361,hgb_eng_v2
81,2024-09-30,0.38765441874802004,hgb_eng_v2
81,2024-12-31,0.42939422774136216,hgb_eng_v2
81,2025-03-31,0.4342679021791631,hgb_eng_v2
88,2022-03-31,0.26131721047025913,hgb_eng_v2
88,2022-06-30,0.1916172411646389,hgb_eng_v2
88,2022-09-30,0.11168052574220205,hgb_eng_v2
88,2022-12-31,0.16177015266297218,hgb_eng_v2
88,2023-03-31,0.19346956198624557,hgb_eng_v2
88,2023-06-30,0.08067277227026937,hgb_eng_v2
88,2023-09-30,0.09395613208875417,hgb_eng_v2
88,2023-12-31,0.10630130193495842,hgb_eng_v2
88,2024-03-31,0.12127077494127574,hgb_eng_v2
88,2024-06-30,0.18938631004747328,hgb_eng_v2
88,2024-09-30,0.1821103047935622,hgb_eng_v2
88,2024-12-31,0.2184720065189681,hgb_eng_v2
88,2025-03-31,0.5325606475206016,hgb_eng_v2
89,2022-03-31,0.24731933802411235,hgb_eng_v2
89,2022-06-30,0.06785374639301495,hgb_eng_v2
89,2022-09-30,0.07381191720631604,hgb_eng_v2
89,2022-12-31,0.1388299117332786,hgb_eng_v2
89,2023-03-31,0.27330080617724206,hgb_eng_v2
89,2023-06-30,0.09298089810705581,hgb_eng_v2
89,2023-09-30,0.16276905248830287,hgb_eng_v2
