bank_id,quarter_end_date,fdic_cert_number,n_scored,n_negative,n_positive,neg_share,pos_share,mean_p_negative,mean_p_positive,threshold,model_version
ozk,2022-09-30,110,23,1,2,0.0435,0.087,0.0518,0.1772,0.5,finbert-ft-2026-08-09
ozk,2022-12-31,110,17,0,4,0.0,0.2353,0.051,0.2442,0.5,finbert-ft-2026-08-09
ozk,2023-03-31,110,24,0,4,0.0,0.1667,0.0256,0.1923,0.5,finbert-ft-2026-08-09
ozk,2023-06-30,110,91,2,16,0.022,0.1758,0.043,0.1982,0.5,finbert-ft-2026-08-09
ozk,2023-09-30,110,83,5,10,0.0602,0.1205,0.0629,0.1315,0.5,finbert-ft-2026-08-09
ozk,2023-12-31,110,79,0,7,0.0,0.0886,0.0096,0.1335,0.5,finbert-ft-2026-08-09
ozk,2024-03-31,110,80,0,19,0.0,0.2375,0.0214,0.2441,0.5,finbert-ft-2026-08-09
ozk,2024-06-30,110,147,12,18,0.0816,0.1224,0.0823,0.1289,0.5,finbert-ft-2026-08-09
ozk,2024-09-30,110,84,0,18,0.0,0.2143,0.0172,0.2291,0.5,finbert-ft-2026-08-09
ozk,2024-12-31,110,62,0,9,0.0,0.1452,0.015,0.1587,0.5,finbert-ft-2026-08-09
pb,2020-03-31,16835,26,0,5,0.0,0.1923,0.0079,0.2077,0.5,finbert-ft-2026-08-09
pb,2020-06-30,16835,22,0,2,0.0,0.0909,0.0076,0.1133,0.5,finbert-ft-2026-08-09
pb,2020-09-30,16835,30,1,4,0.0333,0.1333,0.0323,0.1293,0.5,finbert-ft-2026-08-09
pb,2020-12-31,16835,15,0,2,0.0,0.1333,0.0072,0.136,0.5,finbert-ft-2026-08-09
pb,2021-03-31,16835,17,0,6,0.0,0.3529,0.0075,0.3408,0.5,finbert-ft-2026-08-09
pb,2021-06-30,16835,19,0,2,0.0,0.1053,0.0094,0.1461,0.5,finbert-ft-2026-08-09
pb,2021-09-30,16835,17,0,1,0.0,0.0588,0.0118,0.0998,0.5,finbert-ft-2026-08-09
pb,2021-12-31,16835,21,0,3,0.0,0.1429,0.0131,0.1707,0.5,finbert-ft-2026-08-09
pb,2022-03-31,16835,19,0,6,0.0,0.3158,0.0094,0.2844,0.5,finbert-ft-2026-08-09
pb,2022-06-30,16835,29,0,8,0.0,0.2759,0.0152,0.2513,0.5,finbert-ft-2026-08-09
pb,2022-09-30,16835,16,1,3,0.0625,0.1875,0.0666,0.192,0.5,finbert-ft-2026-08-09
pb,2022-12-31,16835,24,0,10,0.0,0.4167,0.0216,0.4226,0.5,finbert-ft-2026-08-09
pb,2023-03-31,16835,24,0,9,0.0,0.375,0.0101,0.3193,0.5,finbert-ft-2026-08-09
pb,2023-06-30,16835,88,0,12,0.0,0.1364,0.0174,0.1927,0.5,finbert-ft-2026-08-09
pb,2023-09-30,16835,37,2,4,0.0541,0.1081,0.0524,0.1007,0.5,finbert-ft-2026-08-09
pb,2023-12-31,16835,49,0,9,0.0,0.1837,0.0108,0.183,0.5,finbert-ft-2026-08-09
pb,2024-03-31,16835,62,0,12,0.0,0.1935,0.0135,0.2031,0.5,finbert-ft-2026-08-09
pb,2024-06-30,16835,58,0,14,0.0,0.2414,0.0123,0.221,0.5,finbert-ft-2026-08-09
pb,2024-09-30,16835,111,0,11,0.0,0.0991,0.0205,0.1184,0.5,finbert-ft-2026-08-09
pb,2024-12-31,16835,65,0,6,0.0,0.0923,0.0105,0.1196,0.5,finbert-ft-2026-08-09
pfs,2020-03-31,12010,52,5,7,0.0962,0.1346,0.1085,0.1509,0.5,finbert-ft-2026-08-09
pfs,2020-06-30,12010,19,0,8,0.0,0.4211,0.0371,0.4113,0.5,finbert-ft-2026-08-09
pfs,2020-09-30,12010,8,0,3,0.0,0.375,0.0162,0.3688,0.5,finbert-ft-2026-08-09
pfs,2020-12-31,12010,5,0,3,0.0,0.6,0.0162,0.5764,0.5,finbert-ft-2026-08-09
pfs,2021-03-31,12010,4,0,2,0.0,0.5,0.009,0.4845,0.5,finbert-ft-2026-08-09
pfs,2021-06-30,12010,3,0,2,0.0,0.6667,0.0103,0.6428,0.5,finbert-ft-2026-08-09
pfs,2021-09-30,12010,4,0,1,0.0,0.25,0.0262,0.2624,0.5,finbert-ft-2026-08-09
pfs,2021-12-31,12010,4,0,1,0.0,0.25,0.0248,0.2609,0.5,finbert-ft-2026-08-09
pfs,2022-03-31,12010,9,0,7,0.0,0.7778,0.0079,0.7321,0.5,finbert-ft-2026-08-09
pfs,2022-06-30,12010,13,0,4,0.0,0.3077,0.0096,0.2793,0.5,finbert-ft-2026-08-09
pfs,2022-09-30,12010,6,0,4,0.0,0.6667,0.0089,0.6445,0.5,finbert-ft-2026-08-09
pfs,2022-12-31,12010,5,0,3,0.0,0.6,0.0105,0.5811,0.5,finbert-ft-2026-08-09
pfs,2023-03-31,12010,11,0,8,0.0,0.7273,0.0344,0.7021,0.5,finbert-ft-2026-08-09
pfs,2023-06-30,12010,13,0,7,0.0,0.5385,0.0179,0.5089,0.5,finbert-ft-2026-08-09
pfs,2023-09-30,12010,13,0,5,0.0,0.3846,0.0356,0.4164,0.5,finbert-ft-2026-08-09
pfs,2023-12-31,12010,13,0,6,0.0,0.4615,0.0122,0.4461,0.5,finbert-ft-2026-08-09
pfs,2024-03-31,12010,27,0,13,0.0,0.4815,0.0101,0.4575,0.5,finbert-ft-2026-08-09
pfs,2024-06-30,12010,33,0,19,0.0,0.5758,0.0099,0.553,0.5,finbert-ft-2026-08-09
pfs,2024-09-30,12010,24,0,4,0.0,0.1667,0.0104,0.183,0.5,finbert-ft-2026-08-09
pfs,2024-12-31,12010,26,0,5,0.0,0.1923,0.0116,0.2131,0.5,finbert-ft-2026-08-09
pnc,2020-03-31,6384,102,11,9,0.1078,0.0882,0.1324,0.0957,0.5,finbert-ft-2026-08-09
pnc,2020-06-30,6384,73,9,12,0.1233,0.1644,0.1264,0.1833,0.5,finbert-ft-2026-08-09
pnc,2020-09-30,6384,66,9,11,0.1364,0.1667,0.1488,0.2017,0.5,finbert-ft-2026-08-09
pnc,2020-12-31,6384,58,5,12,0.0862,0.2069,0.0924,0.2246,0.5,finbert-ft-2026-08-09
pnc,2021-03-31,6384,80,9,22,0.1125,0.275,0.1171,0.28,0.5,finbert-ft-2026-08-09
pnc,2021-06-30,6384,95,0,39,0.0,0.4105,0.0139,0.3762,0.5,finbert-ft-2026-08-09
pnc,2021-09-30,6384,87,4,14,0.046,0.1609,0.073,0.2001,0.5,finbert-ft-2026-08-09
pnc,2021-12-31,6384,102,3,14,0.0294,0.1373,0.0606,0.148,0.5,finbert-ft-2026-08-09
pnc,2022-03-31,6384,157,13,16,0.0828,0.1019,0.1055,0.1062,0.5,finbert-ft-2026-08-09
pnc,2022-06-30,6384,115,7,17,0.0609,0.1478,0.0673,0.154,0.5,finbert-ft-2026-08-09
pnc,2022-09-30,6384,82,5,9,0.061,0.1098,0.0632,0.1536,0.5,finbert-ft-2026-08-09
pnc,2022-12-31,6384,90,12,12,0.1333,0.1333,0.1204,0.1552,0.5,finbert-ft-2026-08-09
pnc,2023-03-31,6384,147,13,18,0.0884,0.1224,0.1001,0.1402,0.5,finbert-ft-2026-08-09
pnc,2023-06-30,6384,581,21,27,0.0361,0.0465,0.0469,0.077,0.5,finbert-ft-2026-08-09
pnc,2023-09-30,6384,289,14,20,0.0484,0.0692,0.0571,0.0911,0.5,finbert-ft-2026-08-09
pnc,2023-12-31,6384,299,17,29,0.0569,0.097,0.0691,0.1143,0.5,finbert-ft-2026-08-09
pnc,2024-03-31,6384,508,11,29,0.0217,0.0571,0.0353,0.0803,0.5,finbert-ft-2026-08-09
pnc,2024-06-30,6384,532,14,34,0.0263,0.0639,0.0355,0.0827,0.5,finbert-ft-2026-08-09
pnc,2024-09-30,6384,348,4,18,0.0115,0.0517,0.0249,0.0788,0.5,finbert-ft-2026-08-09
pnc,2024-12-31,6384,337,8,21,0.0237,0.0623,0.0362,0.0833,0.5,finbert-ft-2026-08-09
pnfp,2020-03-31,35583,47,0,4,0.0,0.0851,0.0143,0.1009,0.5,finbert-ft-2026-08-09
pnfp,2020-06-30,35583,38,0,12,0.0,0.3158,0.0114,0.367,0.5,finbert-ft-2026-08-09
pnfp,2020-09-30,35583,32,0,3,0.0,0.0938,0.0129,0.1049,0.5,finbert-ft-2026-08-09
pnfp,2020-12-31,35583,14,1,1,0.0714,0.0714,0.0938,0.0983,0.5,finbert-ft-2026-08-09
pnfp,2021-03-31,35583,36,0,4,0.0,0.1111,0.0145,0.1346,0.5,finbert-ft-2026-08-09
pnfp,2021-06-30,35583,29,0,4,0.0,0.1379,0.0144,0.1711,0.5,finbert-ft-2026-08-09
pnfp,2021-09-30,35583,20,0,1,0.0,0.05,0.0196,0.0759,0.5,finbert-ft-2026-08-09
pnfp,2021-12-31,35583,28,0,3,0.0,0.1071,0.0208,0.126,0.5,finbert-ft-2026-08-09
pnfp,2022-03-31,35583,28,0,7,0.0,0.25,0.0103,0.2688,0.5,finbert-ft-2026-08-09
pnfp,2022-06-30,35583,44,2,10,0.0455,0.2273,0.0587,0.1954,0.5,finbert-ft-2026-08-09
pnfp,2022-09-30,35583,38,0,7,0.0,0.1842,0.0166,0.1818,0.5,finbert-ft-2026-08-09
pnfp,2022-12-31,35583,50,0,8,0.0,0.16,0.0434,0.173,0.5,finbert-ft-2026-08-09
pnfp,2023-03-31,35583,60,0,8,0.0,0.1333,0.0143,0.1501,0.5,finbert-ft-2026-08-09
pnfp,2023-06-30,35583,131,4,12,0.0305,0.0916,0.0327,0.0943,0.5,finbert-ft-2026-08-09
pnfp,2023-09-30,35583,152,0,12,0.0,0.0789,0.0088,0.095,0.5,finbert-ft-2026-08-09
pnfp,2023-12-31,35583,151,2,5,0.0132,0.0331,0.0226,0.0509,0.5,finbert-ft-2026-08-09
pnfp,2024-03-31,35583,207,1,13,0.0048,0.0628,0.0158,0.0814,0.5,finbert-ft-2026-08-09
pnfp,2024-06-30,35583,236,5,12,0.0212,0.0508,0.0288,0.0684,0.5,finbert-ft-2026-08-09
pnfp,2024-09-30,35583,102,1,13,0.0098,0.1275,0.0182,0.1217,0.5,finbert-ft-2026-08-09
pnfp,2024-12-31,35583,149,4,19,0.0268,0.1275,0.0473,0.1224,0.5,finbert-ft-2026-08-09
prk,2020-03-31,6653,9,0,3,0.0,0.3333,0.0115,0.3206,0.5,finbert-ft-2026-08-09
prk,2020-06-30,6653,9,0,4,0.0,0.4444,0.0399,0.5719,0.5,finbert-ft-2026-08-09
prk,2020-09-30,6653,8,0,4,0.0,0.5,0.006,0.4823,0.5,finbert-ft-2026-08-09
prk,2020-12-31,6653,7,0,5,0.0,0.7143,0.0067,0.672,0.5,finbert-ft-2026-08-09
prk,2021-03-31,6653,4,0,2,0.0,0.5,0.0067,0.4795,0.5,finbert-ft-2026-08-09
prk,2021-06-30,6653,8,0,4,0.0,0.5,0.0087,0.4758,0.5,finbert-ft-2026-08-09
prk,2021-09-30,6653,7,0,5,0.0,0.7143,0.0063,0.6774,0.5,finbert-ft-2026-08-09
prk,2021-12-31,6653,5,0,3,0.0,0.6,0.0064,0.571,0.5,finbert-ft-2026-08-09
prk,2022-03-31,6653,5,0,3,0.0,0.6,0.0183,0.5702,0.5,finbert-ft-2026-08-09
prk,2022-06-30,6653,8,0,3,0.0,0.375,0.0224,0.394,0.5,finbert-ft-2026-08-09
prk,2022-09-30,6653,4,0,2,0.0,0.5,0.033,0.5331,0.5,finbert-ft-2026-08-09
prk,2022-12-31,6653,2,0,1,0.0,0.5,0.0078,0.4774,0.5,finbert-ft-2026-08-09
prk,2023-03-31,6653,6,0,3,0.0,0.5,0.0113,0.4829,0.5,finbert-ft-2026-08-09
prk,2023-06-30,6653,8,0,3,0.0,0.375,0.0662,0.4442,0.5,finbert-ft-2026-08-09
prk,2023-09-30,6653,4,0,2,0.0,0.5,0.065,0.5319,0.5,finbert-ft-2026-08-09
prk,2023-12-31,6653,9,0,4,0.0,0.4444,0.0406,0.4967,0.5,finbert-ft-2026-08-09
prk,2024-03-31,6653,3,0,2,0.0,0.6667,0.0073,0.6332,0.5,finbert-ft-2026-08-09
prk,2024-06-30,6653,8,0,4,0.0,0.5,0.0294,0.5156,0.5,finbert-ft-2026-08-09
prk,2024-09-30,6653,4,0,2,0.0,0.5,0.0236,0.4912,0.5,finbert-ft-2026-08-09
prk,2024-12-31,6653,4,0,2,0.0,0.5,0.026,0.5148,0.5,finbert-ft-2026-08-09
rf,2020-03-31,12368,74,2,11,0.027,0.1486,0.0609,0.1738,0.5,finbert-ft-2026-08-09
rf,2020-06-30,12368,50,2,16,0.04,0.32,0.0653,0.3117,0.5,finbert-ft-2026-08-09
rf,2020-09-30,12368,56,0,14,0.0,0.25,0.0179,0.2323,0.5,finbert-ft-2026-08-09
rf,2020-12-31,12368,33,0,10,0.0,0.303,0.011,0.3017,0.5,finbert-ft-2026-08-09
rf,2021-03-31,12368,47,0,12,0.0,0.2553,0.0179,0.2612,0.5,finbert-ft-2026-08-09
rf,2021-06-30,12368,70,1,21,0.0143,0.3,0.0275,0.314,0.5,finbert-ft-2026-08-09
rf,2021-09-30,12368,47,4,8,0.0851,0.1702,0.0911,0.1868,0.5,finbert-ft-2026-08-09
rf,2021-12-31,12368,86,3,26,0.0349,0.3023,0.0499,0.3081,0.5,finbert-ft-2026-08-09
rf,2022-03-31,12368,67,4,8,0.0597,0.1194,0.077,0.1489,0.5,finbert-ft-2026-08-09
rf,2022-06-30,12368,57,4,12,0.0702,0.2105,0.076,0.2213,0.5,finbert-ft-2026-08-09
rf,2022-09-30,12368,76,7,39,0.0921,0.5132,0.1229,0.4726,0.5,finbert-ft-2026-08-09
rf,2022-12-31,12368,56,5,10,0.0893,0.1786,0.0965,0.1631,0.5,finbert-ft-2026-08-09
rf,2023-03-31,12368,85,4,18,0.0471,0.2118,0.0537,0.2032,0.5,finbert-ft-2026-08-09
rf,2023-06-30,12368,232,10,45,0.0431,0.194,0.0498,0.1858,0.5,finbert-ft-2026-08-09
rf,2023-09-30,12368,176,7,18,0.0398,0.1023,0.0531,0.1242,0.5,finbert-ft-2026-08-09
rf,2023-12-31,12368,176,37,13,0.2102,0.0739,0.2177,0.0986,0.5,finbert-ft-2026-08-09
rf,2024-03-31,12368,216,24,24,0.1111,0.1111,0.1088,0.1308,0.5,finbert-ft-2026-08-09
rf,2024-06-30,12368,183,10,22,0.0546,0.1202,0.0661,0.1211,0.5,finbert-ft-2026-08-09
rf,2024-09-30,12368,199,6,27,0.0302,0.1357,0.0484,0.1588,0.5,finbert-ft-2026-08-09
rf,2024-12-31,12368,145,8,18,0.0552,0.1241,0.0562,0.1386,0.5,finbert-ft-2026-08-09
rjf,2020-03-31,33893,18,1,5,0.0556,0.2778,0.0597,0.2762,0.5,finbert-ft-2026-08-09
rjf,2020-06-30,33893,11,2,3,0.1818,0.2727,0.1431,0.293,0.5,finbert-ft-2026-08-09
rjf,2020-09-30,33893,14,0,5,0.0,0.3571,0.0114,0.3553,0.5,finbert-ft-2026-08-09
rjf,2020-12-31,33893,12,0,8,0.0,0.6667,0.0066,0.6019,0.5,finbert-ft-2026-08-09
rjf,2021-03-31,33893,16,0,5,0.0,0.3125,0.0082,0.3304,0.5,finbert-ft-2026-08-09
rjf,2021-06-30,33893,12,0,9,0.0,0.75,0.0095,0.7104,0.5,finbert-ft-2026-08-09
rjf,2021-09-30,33893,13,0,6,0.0,0.4615,0.0107,0.4421,0.5,finbert-ft-2026-08-09
rjf,2021-12-31,33893,34,0,13,0.0,0.3824,0.014,0.3994,0.5,finbert-ft-2026-08-09
rjf,2022-03-31,33893,56,0,11,0.0,0.1964,0.0143,0.1934,0.5,finbert-ft-2026-08-09
rjf,2022-06-30,33893,23,1,13,0.0435,0.5652,0.061,0.5329,0.5,finbert-ft-2026-08-09
rjf,2022-09-30,33893,20,1,6,0.05,0.3,0.0806,0.2884,0.5,finbert-ft-2026-08-09
rjf,2022-12-31,33893,16,0,10,0.0,0.625,0.0157,0.5747,0.5,finbert-ft-2026-08-09
rjf,2023-03-31,33893,80,0,7,0.0,0.0875,0.0149,0.0976,0.5,finbert-ft-2026-08-09
rjf,2023-06-30,33893,205,1,13,0.0049,0.0634,0.0203,0.0748,0.5,finbert-ft-2026-08-09
rjf,2023-09-30,33893,50,2,6,0.04,0.12,0.0497,0.1424,0.5,finbert-ft-2026-08-09
rjf,2023-12-31,33893,133,0,8,0.0,0.0602,0.0139,0.0805,0.5,finbert-ft-2026-08-09
rjf,2024-03-31,33893,153,1,10,0.0065,0.0654,0.018,0.0806,0.5,finbert-ft-2026-08-09
rjf,2024-06-30,33893,76,0,11,0.0,0.1447,0.0151,0.1585,0.5,finbert-ft-2026-08-09
rjf,2024-09-30,33893,244,1,6,0.0041,0.0246,0.0153,0.0477,0.5,finbert-ft-2026-08-09
rjf,2024-12-31,33893,18,0,11,0.0,0.6111,0.012,0.5913,0.5,finbert-ft-2026-08-09
rnst,2020-03-31,12437,11,0,5,0.0,0.4545,0.019,0.3933,0.5,finbert-ft-2026-08-09
rnst,2020-06-30,12437,15,0,6,0.0,0.4,0.0095,0.3872,0.5,finbert-ft-2026-08-09
rnst,2020-09-30,12437,17,0,11,0.0,0.6471,0.0091,0.5528,0.5,finbert-ft-2026-08-09
rnst,2020-12-31,12437,7,0,3,0.0,0.4286,0.0058,0.4232,0.5,finbert-ft-2026-08-09
rnst,2021-03-31,12437,5,0,3,0.0,0.6,0.0063,0.5696,0.5,finbert-ft-2026-08-09
rnst,2021-06-30,12437,8,1,5,0.125,0.625,0.1374,0.5752,0.5,finbert-ft-2026-08-09
rnst,2021-09-30,12437,14,0,4,0.0,0.2857,0.0395,0.3476,0.5,finbert-ft-2026-08-09
rnst,2021-12-31,12437,13,0,8,0.0,0.6154,0.0135,0.5451,0.5,finbert-ft-2026-08-09
rnst,2022-03-31,12437,5,0,4,0.0,0.8,0.0148,0.7404,0.5,finbert-ft-2026-08-09
rnst,2022-06-30,12437,6,0,4,0.0,0.6667,0.0139,0.6187,0.5,finbert-ft-2026-08-09
rnst,2022-09-30,12437,7,0,4,0.0,0.5714,0.0536,0.5358,0.5,finbert-ft-2026-08-09
rnst,2022-12-31,12437,5,0,3,0.0,0.6,0.0151,0.5605,0.5,finbert-ft-2026-08-09
rnst,2023-03-31,12437,18,0,9,0.0,0.5,0.0193,0.4595,0.5,finbert-ft-2026-08-09
rnst,2023-06-30,12437,72,0,7,0.0,0.0972,0.0099,0.1253,0.5,finbert-ft-2026-08-09
rnst,2023-09-30,12437,77,0,5,0.0,0.0649,0.0139,0.0797,0.5,finbert-ft-2026-08-09
rnst,2023-12-31,12437,39,0,6,0.0,0.1538,0.0175,0.1736,0.5,finbert-ft-2026-08-09
rnst,2024-03-31,12437,10,0,6,0.0,0.6,0.0191,0.5486,0.5,finbert-ft-2026-08-09
rnst,2024-06-30,12437,6,0,4,0.0,0.6667,0.0136,0.623,0.5,finbert-ft-2026-08-09
rnst,2024-09-30,12437,19,0,7,0.0,0.3684,0.0532,0.363,0.5,finbert-ft-2026-08-09
rnst,2024-12-31,12437,8,0,6,0.0,0.75,0.0675,0.749,0.5,finbert-ft-2026-08-09
sbcf,2020-03-31,131,11,0,6,0.0,0.5455,0.0082,0.5306,0.5,finbert-ft-2026-08-09
sbcf,2020-06-30,131,8,0,3,0.0,0.375,0.0063,0.3701,0.5,finbert-ft-2026-08-09
sbcf,2020-09-30,131,11,0,7,0.0,0.6364,0.0072,0.624,0.5,finbert-ft-2026-08-09
sbcf,2020-12-31,131,9,0,8,0.0,0.8889,0.0067,0.8124,0.5,finbert-ft-2026-08-09
sbcf,2021-03-31,131,11,0,7,0.0,0.6364,0.0092,0.6149,0.5,finbert-ft-2026-08-09
sbcf,2021-06-30,131,5,0,3,0.0,0.6,0.0067,0.5765,0.5,finbert-ft-2026-08-09
sbcf,2021-09-30,131,9,0,6,0.0,0.6667,0.0092,0.6593,0.5,finbert-ft-2026-08-09
sbcf,2021-12-31,131,9,0,5,0.0,0.5556,0.0089,0.5556,0.5,finbert-ft-2026-08-09
sbcf,2022-03-31,131,7,0,5,0.0,0.7143,0.0065,0.6901,0.5,finbert-ft-2026-08-09
sbcf,2022-06-30,131,11,0,8,0.0,0.7273,0.0078,0.6756,0.5,finbert-ft-2026-08-09
sbcf,2022-09-30,131,12,0,3,0.0,0.25,0.0272,0.2665,0.5,finbert-ft-2026-08-09
sbcf,2022-12-31,131,11,0,10,0.0,0.9091,0.0071,0.8717,0.5,finbert-ft-2026-08-09
sbcf,2023-03-31,131,7,0,5,0.0,0.7143,0.0064,0.6866,0.5,finbert-ft-2026-08-09
sbcf,2023-06-30,131,14,0,2,0.0,0.1429,0.0122,0.2272,0.5,finbert-ft-2026-08-09
sbcf,2023-09-30,131,9,1,5,0.1111,0.5556,0.0671,0.5447,0.5,finbert-ft-2026-08-09
sbcf,2023-12-31,131,18,0,11,0.0,0.6111,0.0118,0.6196,0.5,finbert-ft-2026-08-09
sbcf,2024-03-31,131,14,1,4,0.0714,0.2857,0.0705,0.3448,0.5,finbert-ft-2026-08-09
sbcf,2024-06-30,131,9,0,6,0.0,0.6667,0.0089,0.6378,0.5,finbert-ft-2026-08-09
sbcf,2024-09-30,131,8,0,4,0.0,0.5,0.0102,0.4715,0.5,finbert-ft-2026-08-09
sbcf,2024-12-31,131,11,0,6,0.0,0.5455,0.0104,0.5332,0.5,finbert-ft-2026-08-09
schw,2020-03-31,57450,299,8,21,0.0268,0.0702,0.0449,0.0806,0.5,finbert-ft-2026-08-09
schw,2020-06-30,57450,490,3,19,0.0061,0.0388,0.0219,0.0525,0.5,finbert-ft-2026-08-09
schw,2020-09-30,57450,219,3,12,0.0137,0.0548,0.0266,0.0711,0.5,finbert-ft-2026-08-09
schw,2020-12-31,57450,290,47,15,0.1621,0.0517,0.1637,0.0681,0.5,finbert-ft-2026-08-09
schw,2021-03-31,57450,252,8,11,0.0317,0.0437,0.0465,0.0644,0.5,finbert-ft-2026-08-09
schw,2021-06-30,57450,323,7,16,0.0217,0.0495,0.0354,0.0676,0.5,finbert-ft-2026-08-09
schw,2021-09-30,57450,235,6,15,0.0255,0.0638,0.0413,0.0795,0.5,finbert-ft-2026-08-09
schw,2021-12-31,57450,315,6,14,0.019,0.0444,0.0241,0.0596,0.5,finbert-ft-2026-08-09
schw,2022-03-31,57450,372,3,3,0.0081,0.0081,0.0185,0.0312,0.5,finbert-ft-2026-08-09
schw,2022-06-30,57450,449,13,12,0.029,0.0267,0.0406,0.0431,0.5,finbert-ft-2026-08-09
schw,2022-09-30,57450,263,2,17,0.0076,0.0646,0.0195,0.079,0.5,finbert-ft-2026-08-09
schw,2022-12-31,57450,312,0,17,0.0,0.0545,0.0112,0.0738,0.5,finbert-ft-2026-08-09
schw,2023-03-31,57450,938,32,41,0.0341,0.0437,0.0427,0.0662,0.5,finbert-ft-2026-08-09
schw,2023-06-30,57450,3053,30,67,0.0098,0.0219,0.0191,0.0431,0.5,finbert-ft-2026-08-09
schw,2023-09-30,57450,2361,49,57,0.0208,0.0241,0.0309,0.0419,0.5,finbert-ft-2026-08-09
schw,2023-12-31,57450,1835,36,32,0.0196,0.0174,0.0279,0.0384,0.5,finbert-ft-2026-08-09
schw,2024-03-31,57450,3031,10,63,0.0033,0.0208,0.0132,0.0407,0.5,finbert-ft-2026-08-09
schw,2024-06-30,57450,3736,15,38,0.004,0.0102,0.0158,0.0309,0.5,finbert-ft-2026-08-09
schw,2024-09-30,57450,2611,21,76,0.008,0.0291,0.0181,0.044,0.5,finbert-ft-2026-08-09
schw,2024-12-31,57450,955,4,31,0.0042,0.0325,0.0154,0.0545,0.5,finbert-ft-2026-08-09
sfbs,2020-03-31,57993,12,0,2,0.0,0.1667,0.0079,0.1707,0.5,finbert-ft-2026-08-09
sfbs,2020-06-30,57993,12,0,5,0.0,0.4167,0.0079,0.4158,0.5,finbert-ft-2026-08-09
sfbs,2020-09-30,57993,10,0,5,0.0,0.5,0.0074,0.4279,0.5,finbert-ft-2026-08-09
sfbs,2020-12-31,57993,10,0,6,0.0,0.6,0.0074,0.6034,0.5,finbert-ft-2026-08-09
sfbs,2021-03-31,57993,12,0,6,0.0,0.5,0.0076,0.4997,0.5,finbert-ft-2026-08-09
sfbs,2021-06-30,57993,22,0,6,0.0,0.2727,0.0084,0.2967,0.5,finbert-ft-2026-08-09
sfbs,2021-09-30,57993,12,0,3,0.0,0.25,0.0083,0.2741,0.5,finbert-ft-2026-08-09
sfbs,2021-12-31,57993,10,0,3,0.0,0.3,0.0127,0.3642,0.5,finbert-ft-2026-08-09
sfbs,2022-03-31,57993,15,0,6,0.0,0.4,0.0066,0.4248,0.5,finbert-ft-2026-08-09
sfbs,2022-06-30,57993,28,2,7,0.0714,0.25,0.0689,0.2708,0.5,finbert-ft-2026-08-09
sfbs,2022-09-30,57993,14,0,3,0.0,0.2143,0.011,0.2241,0.5,finbert-ft-2026-08-09
sfbs,2022-12-31,57993,9,3,3,0.3333,0.3333,0.3248,0.328,0.5,finbert-ft-2026-08-09
sfbs,2023-03-31,57993,19,0,10,0.0,0.5263,0.0073,0.5076,0.5,finbert-ft-2026-08-09
sfbs,2023-06-30,57993,48,2,8,0.0417,0.1667,0.0523,0.1984,0.5,finbert-ft-2026-08-09
sfbs,2023-09-30,57993,47,1,9,0.0213,0.1915,0.0235,0.2242,0.5,finbert-ft-2026-08-09
sfbs,2023-12-31,57993,34,1,8,0.0294,0.2353,0.0438,0.2555,0.5,finbert-ft-2026-08-09
sfbs,2024-03-31,57993,27,0,4,0.0,0.1481,0.0088,0.1883,0.5,finbert-ft-2026-08-09
sfbs,2024-06-30,57993,33,1,8,0.0303,0.2424,0.0324,0.2431,0.5,finbert-ft-2026-08-09
sfbs,2024-09-30,57993,38,0,9,0.0,0.2368,0.0108,0.2546,0.5,finbert-ft-2026-08-09
sfbs,2024-12-31,57993,37,0,5,0.0,0.1351,0.0103,0.175,0.5,finbert-ft-2026-08-09
sfnc,2020-03-31,3890,39,2,12,0.0513,0.3077,0.0568,0.3078,0.5,finbert-ft-2026-08-09
sfnc,2020-06-30,3890,28,1,16,0.0357,0.5714,0.0416,0.5252,0.5,finbert-ft-2026-08-09
sfnc,2020-09-30,3890,21,0,4,0.0,0.1905,0.008,0.2643,0.5,finbert-ft-2026-08-09
sfnc,2020-12-31,3890,13,0,8,0.0,0.6154,0.0119,0.5155,0.5,finbert-ft-2026-08-09
sfnc,2021-03-31,3890,27,1,9,0.037,0.3333,0.0447,0.3225,0.5,finbert-ft-2026-08-09
sfnc,2021-06-30,3890,27,0,12,0.0,0.4444,0.0091,0.3829,0.5,finbert-ft-2026-08-09
sfnc,2021-09-30,3890,32,1,9,0.0312,0.2812,0.0406,0.2949,0.5,finbert-ft-2026-08-09
sfnc,2021-12-31,3890,69,1,11,0.0145,0.1594,0.0237,0.1764,0.5,finbert-ft-2026-08-09
sfnc,2022-03-31,3890,26,0,3,0.0,0.1154,0.0138,0.1207,0.5,finbert-ft-2026-08-09
sfnc,2022-06-30,3890,61,0,9,0.0,0.1475,0.0122,0.1555,0.5,finbert-ft-2026-08-09
sfnc,2022-09-30,3890,44,0,6,0.0,0.1364,0.0133,0.1209,0.5,finbert-ft-2026-08-09
sfnc,2022-12-31,3890,50,0,12,0.0,0.24,0.0093,0.2434,0.5,finbert-ft-2026-08-09
sfnc,2023-03-31,3890,42,0,7,0.0,0.1667,0.0092,0.2065,0.5,finbert-ft-2026-08-09
sfnc,2023-06-30,3890,99,1,20,0.0101,0.202,0.0208,0.2007,0.5,finbert-ft-2026-08-09
sfnc,2023-09-30,3890,77,0,11,0.0,0.1429,0.015,0.1585,0.5,finbert-ft-2026-08-09
